[ID],Year,Institution,state,St-Ups Formed
95189,2002,Univ. of Central Florida,FL,2
95197,2002,Univ. of Florida,FL,5
95217,2002,Univ. of Miami,FL,0
95243,2002,Univ. of South Florida,FL,1
95060,2003,Florida Atlantic Univ.,FL,0
95062,2003,Florida State Univ.,FL,2
95189,2003,Univ. of Central Florida,FL,0
95197,2003,Univ. of Florida,FL,10
95217,2003,Univ. of Miami,FL,0
95243,2003,Univ. of South Florida,FL,1
95060,2004,Florida Atlantic Univ.,FL,2
95062,2004,Florida State Univ.,FL,0
95189,2004,Univ. of Central Florida,FL,1
95197,2004,Univ. of Florida,FL,8
95217,2004,Univ. of Miami,FL,0
95243,2004,Univ. of South Florida,FL,4
95060,2005,Florida Atlantic Univ.,FL,0
95062,2005,Florida State Univ.,FL,1
95189,2005,Univ. of Central Florida,FL,2
95197,2005,Univ. of Florida,FL,13
95217,2005,Univ. of Miami,FL,0
95243,2005,Univ. of South Florida,FL,6
97003,2006,Florida Agricultural and Mechanical Univ.,FL,
95060,2006,Florida Atlantic Univ.,FL,1
20070262,2006,Florida Gulf Coast University,FL,0
95061,2006,Florida Inst. of Technology,FL,
2000008,2006,Florida International Univ.,FL,
95062,2006,Florida State Univ.,FL,0
99008,2006,H Lee Moffitt Cancer Ctr & Res Inst.,FL,0
95189,2006,Univ. of Central Florida,FL,4
95197,2006,Univ. of Florida,FL,10
95217,2006,Univ. of Miami,FL,0
95243,2006,Univ. of South Florida,FL,6
99020,2006,Univ. of West Florida Research Fndtn,FL,0
20070263,2006,University of North Florida,FL,0
95060,2007,Florida Atlantic Univ.,FL,2
95061,2007,Florida Inst. of Technology,FL,0
2000008,2007,Florida International Univ.,FL,0
95062,2007,Florida State Univ.,FL,1
99008,2007,H Lee Moffitt Cancer Ctr & Res Inst.,FL,0
95189,2007,Univ. of Central Florida,FL,3
95197,2007,Univ. of Florida,FL,9
95217,2007,Univ. of Miami,FL,0
95243,2007,Univ. of South Florida,FL,4
99020,2007,Univ. of West Florida Research Fndtn,FL,0
95060,2008,Florida Atlantic Univ.,FL,0
2000008,2008,Florida International Univ.,FL,0
95062,2008,Florida State Univ.,FL,3
99008,2008,H Lee Moffitt Cancer Ctr & Res Inst.,FL,0
95189,2008,Univ. of Central Florida,FL,2
95197,2008,Univ. of Florida,FL,14
95217,2008,Univ. of Miami,FL,0
95243,2008,Univ. of South Florida,FL,5
99020,2008,Univ. of West Florida,FL,0
20070263,2008,University of North Florida,FL,0
2000008,2009,Florida International Univ.,FL,0
95062,2009,Florida State Univ.,FL,2
99008,2009,H Lee Moffitt Cancer Ctr & Res Inst.,FL,2
95189,2009,Univ. of Central Florida,FL,3
95197,2009,Univ. of Florida,FL,10
95217,2009,Univ. of Miami,FL,4
99020,2009,Univ. of West Florida,FL,0
95060,2010,Florida Atlantic Univ.,FL,1
2000008,2010,Florida International Univ.,FL,0
95062,2010,Florida State Univ.,FL,2
99008,2010,H Lee Moffitt Cancer Ctr & Res Inst.,FL,3
95189,2010,Univ. of Central Florida,FL,6
95197,2010,Univ. of Florida,FL,9
95217,2010,Univ. of Miami,FL,2
95243,2010,Univ. of South Florida,FL,5
99020,2010,Univ. of West Florida,FL,0
2000008,2011,Florida International Univ.,FL,0
95062,2011,Florida State Univ.,FL,4
99008,2011,H Lee Moffitt Cancer Ctr & Res Inst.,FL,1
95189,2011,Univ. of Central Florida,FL,2
95197,2011,Univ. of Florida,FL,12
95217,2011,Univ. of Miami,FL,3
95243,2011,Univ. of South Florida,FL,8
99020,2011,Univ. of West Florida,FL,0
2000008,2012,Florida International Univ.,FL,0
95062,2012,Florida State Univ.,FL,2
99008,2012,H Lee Moffitt Cancer Ctr & Res Inst.,FL,5
95189,2012,Univ. of Central Florida,FL,5
95197,2012,Univ. of Florida,FL,15
95217,2012,Univ. of Miami,FL,3
95243,2012,Univ. of South Florida,FL,10
99020,2012,Univ. of West Florida,FL,0
20070264,2013,Embry-Riddle Aeronautical University,FL,0
95062,2013,Florida State Univ.,FL,3
99008,2013,H Lee Moffitt Cancer Ctr & Res Inst.,FL,2
95189,2013,Univ. of Central Florida,FL,3
95197,2013,Univ. of Florida,FL,16
95217,2013,Univ. of Miami,FL,3
95067,1991,Georgia Institute of Technology,GA,
95067,1992,Georgia Institute of Technology,GA,
95059,1993,Emory University,GA,
95067,1993,Georgia Institute of Technology,GA,
95198,1993,Univ. of Georgia,GA,
95059,1994,Emory University,GA,2
95067,1994,Georgia Institute of Technology,GA,2
95059,1995,Emory University,GA,1
95067,1995,Georgia Institute of Technology,GA,2
95198,1995,Univ. of Georgia,GA,5
95059,1996,Emory University,GA,0
95067,1996,Georgia Institute of Technology,GA,0
95198,1996,Univ. of Georgia,GA,6
95059,1997,Emory University,GA,3
95067,1997,Georgia Institute of Technology,GA,0
97023,1997,Institute of Paper Science and Tech.,GA,0
95198,1997,Univ. of Georgia,GA,5
95059,1998,Emory University,GA,5
95067,1998,Georgia Institute of Technology,GA,9
97023,1998,Institute of Paper Science and Tech.,GA,1
95198,1998,Univ. of Georgia,GA,7
95059,1999,Emory University,GA,4
95067,1999,Georgia Institute of Technology,GA,3
97023,1999,Institute of Paper Science and Tech.,GA,0
95198,1999,Univ. of Georgia,GA,5
95059,2000,Emory University,GA,0
95067,2000,Georgia Institute of Technology,GA,6
97023,2000,Institute of Paper Science and Tech.,GA,0
95198,2000,Univ. of Georgia,GA,7
95059,2001,Emory University,GA,3
95067,2001,Georgia Institute of Technology,GA,8
97023,2001,Institute of Paper Science and Tech.,GA,0
95198,2001,Univ. of Georgia,GA,6
95059,2002,Emory Univ.,GA,4
95067,2002,Georgia Inst. of Technology,GA,8
97023,2002,Inst. of Paper Science and Tech.,GA,0
95100,2002,Medical College of Georgia Research Inst.,GA,0
95198,2002,Univ. of Georgia,GA,4
95059,2003,Emory Univ.,GA,0
95067,2003,Georgia Inst. of Technology,GA,12
95100,2003,Medical College of Georgia Research Inst.,GA,0
95198,2003,Univ. of Georgia,GA,2
95059,2004,Emory Univ.,GA,2
95067,2004,Georgia Inst. of Technology,GA,15
95100,2004,Medical College of Georgia Research Inst.,GA,0
95198,2004,Univ. of Georgia,GA,3
95059,2005,Emory Univ.,GA,4
95067,2005,Georgia Inst. of Technology,GA,9
95100,2005,Medical College of Georgia Research Inst.,GA,0
95198,2005,Univ. of Georgia,GA,2
95059,2006,Emory Univ.,GA,3
95067,2006,Georgia Inst. of Technology,GA,8
95100,2006,Medical College of Georgia Research Inst.,GA,1
95198,2006,Univ. of Georgia,GA,1
95059,2007,Emory Univ.,GA,6
95067,2007,Georgia Inst. of Technology,GA,9
95100,2007,Medical College of Georgia Research Inst.,GA,0
95198,2007,Univ. of Georgia,GA,3
95059,2008,Emory Univ.,GA,3
95067,2008,Georgia Inst. of Technology,GA,9
95100,2008,Medical College of Georgia Research Inst.,GA,0
95198,2008,Univ. of Georgia,GA,2
95059,2009,Emory Univ.,GA,1
95067,2009,Georgia Inst. of Technology,GA,9
95100,2009,Medical College of Georgia Research Inst.,GA,0
95198,2009,Univ. of Georgia,GA,6
95059,2010,Emory Univ.,GA,4
95067,2010,Georgia Inst. of Technology,GA,8
95100,2010,Medical College of Georgia Research Inst.,GA,
95198,2010,Univ. of Georgia,GA,4
95059,2011,Emory Univ.,GA,6
95100,2011,Georgia Health Sciences University,GA,1
95067,2011,Georgia Inst. of Technology,GA,5
95198,2011,Univ. of Georgia,GA,4
95059,2012,Emory Univ.,GA,6
95067,2012,Georgia Inst. of Technology,GA,13
95100,2012,Georgia Regents University,GA,0
95198,2012,Univ. of Georgia,GA,0
95059,2013,Emory Univ.,GA,3
95067,2013,Georgia Inst. of Technology,GA,15
95100,2013,Georgia Regents University,GA,0
95198,2013,Univ. of Georgia,GA,3
95200,1993,Univ. of Hawaii,HI,
95200,1995,Univ. of Hawaii,HI,0
95200,1996,Univ. of Hawaii,HI,0
95200,1997,Univ. of Hawaii,HI,0
95200,1998,Univ. of Hawaii,HI,0
95200,1999,Univ. of Hawaii,HI,0
95200,2000,Univ. of Hawaii,HI,0
95200,2001,Univ. of Hawaii,HI,0
95200,2002,Univ. of Hawaii,HI,0
95200,2003,Univ. of Hawaii,HI,0
95200,2004,Univ. of Hawaii,HI,0
95200,2005,Univ. of Hawaii,HI,2
95200,2006,Univ. of Hawaii,HI,4
95200,2007,Univ. of Hawaii,HI,3
95200,2008,Univ. of Hawaii,HI,0
95200,2009,Univ. of Hawaii,HI,3
95200,2010,Univ. of Hawaii,HI,1
95200,2011,Univ. of Hawaii,HI,2
95200,2012,Univ. of Hawaii,HI,2
95200,2013,Univ. of Hawaii,HI,
95084,1993,Iowa State University,IA,
95204,1993,Univ. of Iowa Research Fndtn,IA,
95084,1994,Iowa State University,IA,3
95204,1994,Univ. of Iowa Research Fndtn,IA,1
95084,1995,Iowa State University,IA,4
95204,1995,Univ. of Iowa Research Fndtn,IA,1
95084,1996,Iowa State University,IA,4
95204,1996,Univ. of Iowa Research Fndtn.,IA,1
95084,1997,Iowa State University,IA,6
95204,1997,Univ. of Iowa Research Fndtn.,IA,4
95084,1998,Iowa State University,IA,5
95204,1998,Univ. of Iowa Research Fndtn.,IA,4
95084,1999,Iowa State University,IA,2
95204,1999,Univ. of Iowa Research Fndtn.,IA,2
95234,1999,Univ. of Northern Iowa,IA,0
95084,2000,Iowa State University,IA,5
95204,2000,Univ. of Iowa Research Fndtn.,IA,0
95234,2000,Univ. of Northern Iowa,IA,1
95084,2001,Iowa State University,IA,2
95204,2001,Univ. of Iowa Research Fdn.,IA,0
95234,2001,Univ. of Northern Iowa,IA,0
95084,2002,Iowa State Univ.,IA,2
95204,2002,Univ. of Iowa Research Fdn.,IA,3
95234,2002,Univ. of Northern Iowa,IA,
95084,2003,Iowa State Univ.,IA,1
95204,2003,Univ. of Iowa Research Fdn.,IA,1
95234,2003,Univ. of Northern Iowa,IA,
95084,2004,Iowa State Univ.,IA,2
95204,2004,Univ. of Iowa Research Fdn.,IA,1
95234,2004,Univ. of Northern Iowa,IA,0
95084,2005,Iowa State Univ.,IA,5
95204,2005,Univ. of Iowa Research Fdn.,IA,5
95234,2005,Univ. of Northern Iowa,IA,1
95084,2006,Iowa State Univ.,IA,3
95204,2006,Univ. of Iowa Research Fdn.,IA,4
95084,2007,Iowa State Univ.,IA,2
95204,2007,Univ. of Iowa Research Fdn.,IA,2
95234,2007,Univ. of Northern Iowa,IA,0
95084,2008,Iowa State Univ.,IA,2
95204,2008,Univ. of Iowa Research Fdn.,IA,0
95234,2008,Univ. of Northern Iowa,IA,0
95084,2009,Iowa State Univ.,IA,1
95204,2009,Univ. of Iowa Research Fdn.,IA,3
95084,2010,Iowa State Univ.,IA,0
95204,2010,Univ. of Iowa Research Fdn.,IA,3
95084,2011,Iowa State Univ.,IA,2
95204,2011,Univ. of Iowa Research Fdn.,IA,2
95084,2012,Iowa State Univ.,IA,0
95204,2012,Univ. of Iowa Research Fdn.,IA,4
95234,2012,Univ. of Northern Iowa,IA,1
95084,2013,Iowa State Univ.,IA,2
95204,2013,Univ. of Iowa Research Fdn.,IA,6
95234,2013,Univ. of Northern Iowa,IA,1
95078,1996,Idaho Research Fndtn./Univ. of Idaho,ID,1
95078,1997,Idaho Research Fndtn./Univ. of Idaho,ID,0
95078,1998,Idaho Research Fndtn./Univ. of Idaho,ID,0
95078,1999,Idaho Research Fndtn./Univ. of Idaho,ID,0
95078,2000,Idaho Research Fndtn./Univ. of Idaho,ID,0
95078,2001,Idaho Research Foundation Inc.,ID,1
95078,2002,Idaho Research Fdn. Inc.,ID,0
95078,2003,Idaho Research Fdn. Inc.,ID,1
95078,2004,Idaho Research Fdn. Inc.,ID,1
95078,2005,Idaho Research Fdn. Inc.,ID,0
95078,2006,Idaho Research Fdn. Inc.,ID,1
95078,2007,Idaho Research Fdn. Inc.,ID,1
95078,2008,University of Idaho,ID,0
20100275,2009,Boise State University,ID,0
95078,2009,University of Idaho,ID,1
20100275,2010,Boise State University,ID,0
20100287,2010,Idaho State University,ID,0
95078,2010,University of Idaho,ID,1
20100275,2011,Boise State University,ID,0
20100287,2011,Idaho State University,ID,0
95078,2011,University of Idaho,ID,0
20100275,2012,Boise State University,ID,1
20100287,2012,Idaho State University,ID,0
95078,2012,University of Idaho,ID,0
20100275,2013,Boise State University,ID,0
20100287,2013,Idaho State University,ID,0
95126,1991,Northern Illinois University,IL,
95127,1991,Northwestern University,IL,
95202,1991,Univ. of Illinois at Chicago,IL,
95203,1991,Univ. of Illinois Urbana Champaign,IL,
95126,1992,Northern Illinois University,IL,
95127,1992,Northwestern University,IL,
95202,1992,Univ. of Illinois at Chicago,IL,
95203,1992,Univ. of Illinois Urbana Champaign,IL,
95080,1993,Illinois Institute of Technology,IL,
95081,1993,Illinois State University,IL,
95126,1993,Northern Illinois University,IL,
95127,1993,Northwestern University,IL,
95202,1993,Univ. of Illinois at Chicago,IL,
95203,1993,Univ. of Illinois Urbana Champaign,IL,
95081,1994,Illinois State University,IL,0
95126,1994,Northern Illinois University,IL,0
95127,1994,Northwestern University,IL,0
95190,1994,Univ. of Chicago-ARCH Dev. Corp.,IL,4
95202,1994,Univ. of Illinois at Chicago,IL,0
95203,1994,Univ. of Illinois Urbana Champaign,IL,0
95081,1995,Illinois State University,IL,0
95126,1995,Northern Illinois University,IL,0
95127,1995,Northwestern University,IL,1
95190,1995,Univ. of Chicago-ARCH Dev. Corp.,IL,0
95202,1995,Univ. of Illinois at Chicago,IL,0
95203,1995,Univ. of Illinois Urbana Champaign,IL,2
95081,1996,Illinois State University,IL,0
96017,1996,Loyola University Medical Center,IL,0
95126,1996,Northern Illinois University,IL,0
95127,1996,Northwestern University,IL,2
95190,1996,Univ. of Chicago-ARCH Dev. Corp.,IL,0
95203,1996,Univ. of Illinois Urbana Champaign,IL,
95081,1997,Illinois State University,IL,0
96017,1997,Loyola University Medical Center,IL,0
95127,1997,Northwestern University,IL,3
97028,1997,Southern Illinois Univ./Carbondale,IL,0
95190,1997,Univ. of Chicago-ARCH Dev. Corp.,IL,2
95202,1997,Univ. of Illinois at Chicago,IL,0
95203,1997,Univ. of Illinois Urbana Champaign,IL,
96017,1998,Loyola University Medical Center,IL,0
95127,1998,Northwestern University,IL,1
95161,1998,Southern Illinois Univ./Carbondale,IL,1
95190,1998,Univ. of Chicago-ARCH Dev. Corp.,IL,4
95202,1998,Univ. of Illinois at Chicago,IL,1
95203,1998,Univ. of Illinois Urbana Champaign,IL,2
96017,1999,Loyola University Medical Center,IL,0
95127,1999,Northwestern University,IL,0
95161,1999,Southern Illinois Univ./Carbondale,IL,0
95190,1999,Univ. of Chicago-ARCH Dev. Corp.,IL,1
95202,1999,Univ. of Illinois at Chicago,IL,2
95203,1999,Univ. of Illinois Urbana Champaign,IL,4
96017,2000,Loyola University Medical Center,IL,0
95127,2000,Northwestern University,IL,2
95161,2000,Southern Illinois Univ./Carbondale,IL,0
95190,2000,Univ. of Chicago-ARCH Dev. Corp.,IL,2
95202,2000,Univ. of Illinois/Chicago & Urbana Ch.,IL,5
96017,2001,Loyola University Medical Center,IL,0
95126,2001,Northern Illinois University,IL,4
95127,2001,Northwestern University,IL,4
95161,2001,Southern Illinois Univ.,IL,1
95190,2001,Univ. of Chicago (UCTech),IL,0
95202,2001,Univ. of Illinois at Chicago Urbana & Champaign,IL,6
95127,2002,Northwestern Univ.,IL,5
95161,2002,Southern Illinois Univ.,IL,1
95190,2002,Univ. of Chicago/UCTech,IL,2
95202,2002,Univ. of Illinois Chicago Urbana,IL,12
95127,2003,Northwestern Univ.,IL,2
95161,2003,Southern Illinois Univ.,IL,1
95190,2003,Univ. of Chicago/UCTech,IL,0
95202,2003,Univ. of Illinois Chicago Urbana,IL,6
96017,2004,Loyola Univ. Medical Ctr.,IL,
95127,2004,Northwestern Univ.,IL,1
95161,2004,Southern Illinois Univ.,IL,0
95190,2004,Univ. of Chicago/UCTech,IL,0
95202,2004,Univ. of Illinois Chicago Urbana,IL,16
95127,2005,Northwestern Univ.,IL,6
95190,2005,Univ. of Chicago/UCTech,IL,0
95202,2005,Univ. of Illinois Chicago Urbana,IL,7
95127,2006,Northwestern Univ.,IL,6
95161,2006,Southern Illinois Univ.,IL,1
95190,2006,Univ. of Chicago/UCTech,IL,2
95202,2006,Univ. of Illinois Chicago Urbana,IL,9
95127,2007,Northwestern Univ.,IL,10
20000016,2007,RUSH-Presbyterian-St. Luke's Medical Ctr,IL,1
95161,2007,Southern Illinois Univ.,IL,1
95190,2007,Univ. of Chicago/UCTech,IL,0
95202,2007,Univ. of Illinois Chicago Urbana,IL,8
95127,2008,Northwestern Univ.,IL,4
20000016,2008,RUSH-Presbyterian-St. Luke's Medical Ctr,IL,2
95190,2008,Univ. of Chicago/UCTech,IL,0
95202,2008,Univ. of Illinois Chicago Urbana,IL,11
96017,2009,Loyola University of Chicago,IL,0
20010270,2009,Northern Illinois University,IL,0
95127,2009,Northwestern Univ.,IL,3
20000016,2009,RUSH-Presbyterian-St. Luke's Medical Ctr,IL,1
95190,2009,Univ. of Chicago/UCTech,IL,0
95202,2009,Univ. of Illinois Chicago Urbana,IL,8
96017,2010,Loyola University of Chicago,IL,0
20010270,2010,Northern Illinois University,IL,0
95127,2010,Northwestern Univ.,IL,6
20000016,2010,RUSH-Presbyterian-St. Luke's Medical Ctr,IL,0
95190,2010,Univ. of Chicago/UCTech,IL,3
95202,2010,Univ. of Illinois Chicago Urbana,IL,8
96017,2011,Loyola University of Chicago,IL,0
20010270,2011,Northern Illinois University,IL,0
95127,2011,Northwestern Univ.,IL,8
20000016,2011,RUSH-Presbyterian-St. Luke's Medical Ctr,IL,0
95161,2011,Southern Illinois Univ.,IL,
95190,2011,Univ. of Chicago/UCTech,IL,3
95202,2011,Univ. of Illinois Chicago Urbana,IL,21
96017,2012,Loyola University of Chicago,IL,0
20010270,2012,Northern Illinois University,IL,0
95127,2012,Northwestern Univ.,IL,5
20000016,2012,Rush University Medical Center,IL,0
95161,2012,Southern Illinois Univ.,IL,0
95190,2012,Univ. of Chicago/UCTech,IL,5
95202,2012,Univ. of Illinois Chicago Urbana,IL,12
96017,2013,Loyola University of Chicago,IL,0
20010270,2013,Northern Illinois University,IL,0
95127,2013,Northwestern Univ.,IL,11
95190,2013,Univ. of Chicago/UCTech,IL,3
95202,2013,Univ. of Illinois Chicago Urbana,IL,11
95008,1991,Ball State University,IN,
95082,1991,Indiana University,IN,
95008,1992,Ball State University,IN,
95082,1992,Indiana University,IN,
95082,1993,Indiana University,IN,
95008,1994,Ball State University,IN,0
95082,1994,Indiana University,IN,2
95139,1994,Purdue Research Foundation,IN,4
95008,1995,Ball State University,IN,0
95082,1995,Indiana University,IN,1
95139,1995,Purdue Research Foundation,IN,2
95008,1996,Ball State University,IN,0
95082,1996,Indiana University,IN,1
95139,1996,Purdue Research Foundation,IN,3
95008,1997,Ball State University,IN,0
95082,1997,Indiana University (ARTI),IN,1
95139,1997,Purdue Research Foundation,IN,2
95082,1998,Indiana University (ARTI),IN,1
95139,1998,Purdue Research Foundation,IN,4
95082,1999,Indiana University (ARTI),IN,1
95139,1999,Purdue Research Foundation,IN,4
95082,2000,Indiana University (ARTI),IN,1
95139,2000,Purdue Research Foundation,IN,5
95008,2001,Ball State University,IN,0
95082,2001,Indiana University (ARTI),IN,1
95139,2001,Purdue Research Foundation,IN,10
95082,2002,Indiana Univ. (ARTI),IN,3
96033,2002,Univ. of Notre Dame,IN,0
95082,2003,Indiana Univ. (ARTI),IN,4
95139,2003,Purdue Research Fdn.,IN,3
96033,2003,Univ. of Notre Dame,IN,0
95008,2004,Ball State Univ.,IN,0
95082,2004,Indiana Univ. (ARTI),IN,3
95139,2004,Purdue Research Fdn.,IN,3
96033,2004,Univ. of Notre Dame,IN,4
95008,2005,Ball State Univ.,IN,1
95082,2005,Indiana Univ. (ARTI),IN,2
95139,2005,Purdue Research Fdn.,IN,6
96033,2005,Univ. of Notre Dame,IN,1
95008,2006,Ball State Univ.,IN,1
95082,2006,Indiana Univ. (ARTI),IN,2
95139,2006,Purdue Research Fdn.,IN,14
95082,2007,Indiana Univ. (ARTI),IN,5
95139,2007,Purdue Research Fdn.,IN,8
96033,2007,Univ. of Notre Dame,IN,0
95008,2008,Ball State Univ.,IN,1
95082,2008,Indiana Univ. (ARTI),IN,2
95139,2008,Purdue Research Fdn.,IN,11
96033,2008,Univ. of Notre Dame,IN,0
95008,2009,Ball State Univ.,IN,0
95082,2009,Indiana Univ. (ARTI),IN,6
95139,2009,Purdue Research Fdn.,IN,10
96033,2009,Univ. of Notre Dame,IN,2
95082,2010,Indiana Univ. (ARTI),IN,4
95139,2010,Purdue Research Fdn.,IN,11
96033,2010,Univ. of Notre Dame,IN,2
95082,2011,Indiana Univ. (ARTI),IN,7
95139,2011,Purdue Research Fdn.,IN,7
96033,2011,Univ. of Notre Dame,IN,1
95008,2012,Ball State Univ.,IN,0
95082,2012,Indiana Univ. (ARTI),IN,13
95139,2012,Purdue Research Fdn.,IN,5
96033,2012,Univ. of Notre Dame,IN,4
95008,2013,Ball State Univ.,IN,0
95082,2013,Indiana Univ. Res. & Technology Corp.(IURTC),IN,16
95139,2013,Purdue Research Fdn.,IN,8
96033,2013,Univ. of Notre Dame,IN,1
95089,1993,Kansas State University Research Fndtn.,KS,
95205,1993,Univ. of Kansas,KS,
95089,1994,Kansas State University Research Fndtn.,KS,0
95205,1994,Univ. of Kansas,KS,2
95089,1995,Kansas State University Research Fndtn.,KS,1
95205,1995,Univ. of Kansas,KS,3
95089,1996,Kansas State University Research Fndtn.,KS,0
95205,1996,Univ. of Kansas,KS,4
95089,1997,Kansas State University Research Fndtn.,KS,0
95205,1997,Univ. of Kansas,KS,1
95089,1998,Kansas State University Research Fndtn.,KS,0
95205,1998,Univ. of Kansas,KS,1
95089,1999,Kansas State University Research Fndtn.,KS,2
95205,1999,Univ. of Kansas,KS,1
95089,2000,Kansas State University Research Fndtn.,KS,2
95205,2000,Univ. of Kansas,KS,0
95089,2001,Kansas State University Research Fdn.,KS,2
95205,2001,Univ. of Kansas,KS,4
95089,2002,Kansas State Univ. Research Fdn.,KS,0
95205,2002,Univ. of Kansas,KS,2
95089,2003,Kansas State Univ. Research Fdn.,KS,0
95205,2003,Univ. of Kansas,KS,4
95283,2003,Univ. of Kansas Medical Center,KS,0
95089,2004,Kansas State Univ. Research Fdn.,KS,0
95205,2004,Univ. of Kansas,KS,1
95283,2004,Univ. of Kansas Medical Center,KS,0
95089,2005,Kansas State Univ. Research Fdn.,KS,0
95205,2005,Univ. of Kansas,KS,0
95283,2005,Univ. of Kansas Medical Center,KS,0
95089,2006,Kansas State Univ. Research Fdn.,KS,0
95205,2006,Univ. of Kansas,KS,0
95283,2006,Univ. of Kansas Medical Center,KS,0
95089,2007,Kansas State Univ. Research Fdn.,KS,1
95205,2007,Univ. of Kansas,KS,3
95089,2008,Kansas State Univ. Research Fdn.,KS,3
95205,2008,Univ. of Kansas,KS,2
95089,2009,Kansas State Univ. Research Fdn.,KS,0
95205,2009,Univ. of Kansas,KS,2
95089,2010,Kansas State Univ. Research Fdn.,KS,0
95205,2010,Univ. of Kansas,KS,0
95089,2011,Kansas State Univ. Research Fdn.,KS,0
95205,2011,Univ. of Kansas,KS,4
95089,2012,Kansas State Univ. Research Fdn.,KS,0
95205,2012,Univ. of Kansas,KS,2
95089,2013,Kansas State Univ. Research Fdn.,KS,3
95205,2013,Univ. of Kansas,KS,2
95206,1993,Univ. of Kentucky Research Fndtn,KY,
95207,1993,Univ. of Louisville Research Fndtn.,KY,
95206,1994,Univ. of Kentucky Research Fndtn,KY,1
95206,1995,Univ. of Kentucky Research Fndtn,KY,1
95206,1996,Univ. of Kentucky Research Fndtn.,KY,0
95206,1997,Univ. of Kentucky Research Fndtn.,KY,0
95207,1997,Univ. of Louisville,KY,0
95206,1998,Univ. of Kentucky Research Fndtn.,KY,3
95207,1998,Univ. of Louisville,KY,1
95206,1999,Univ. of Kentucky Research Fndtn.,KY,2
95207,1999,Univ. of Louisville,KY,1
95206,2000,Univ. of Kentucky Research Fndtn.,KY,6
95207,2000,Univ. of Louisville,KY,0
95206,2001,Univ. of Kentucky Research Fdn.,KY,3
95207,2001,Univ. of Louisville,KY,3
95206,2002,Univ. of Kentucky Research Fdn.,KY,3
95207,2002,Univ. of Louisville,KY,2
99019,2002,Western Kentucky Univ.,KY,0
95206,2003,Univ. of Kentucky Research Fdn.,KY,1
95207,2003,Univ. of Louisville,KY,1
99019,2003,Western Kentucky Univ.,KY,0
95206,2004,Univ. of Kentucky Research Fdn.,KY,5
95207,2004,Univ. of Louisville,KY,1
99019,2004,Western Kentucky Univ.,KY,
95206,2005,Univ. of Kentucky Research Fdn.,KY,4
95207,2005,Univ. of Louisville,KY,3
99019,2005,Western Kentucky Univ.,KY,0
95206,2006,Univ. of Kentucky Research Fdn.,KY,4
95207,2006,Univ. of Louisville,KY,3
95206,2007,Univ. of Kentucky Research Fdn.,KY,10
95207,2007,Univ. of Louisville,KY,3
95206,2008,Univ. of Kentucky Research Fdn.,KY,8
95207,2008,Univ. of Louisville,KY,3
95206,2009,Univ. of Kentucky Research Fdn.,KY,14
95207,2009,Univ. of Louisville,KY,5
95206,2010,Univ. of Kentucky Research Fdn.,KY,6
95207,2010,Univ. of Louisville,KY,
95206,2011,Univ. of Kentucky Research Fdn.,KY,7
95207,2011,Univ. of Louisville,KY,
95206,2012,Univ. of Kentucky Research Fdn.,KY,6
20080266,2013,Louisiana Tech University,KY,1
95206,2013,Univ. of Kentucky Research Fdn.,KY,3
95207,2013,Univ. of Louisville,KY,
95176,1991,Tulane University,LA,
95176,1992,Tulane University,LA,
95093,1993,Louisiana State University,LA,
95176,1993,Tulane University,LA,
95229,1993,Univ. of New Orleans,LA,
95093,1994,Louisiana State University,LA,1
95176,1994,Tulane University,LA,1
95229,1994,Univ. of New Orleans,LA,0
95093,1995,Louisiana State University,LA,2
95176,1995,Tulane University,LA,0
95229,1995,Univ. of New Orleans,LA,0
95093,1996,Louisiana State University,LA,3
95176,1996,Tulane University,LA,1
95229,1996,Univ. of New Orleans,LA,0
95176,1997,Tulane University,LA,0
95229,1997,Univ. of New Orleans,LA,0
95093,1998,Louisiana State University,LA,1
95176,1998,Tulane University,LA,0
95229,1998,Univ. of New Orleans,LA,0
96016,1999,Louisiana State University Agric. Ctr.,LA,1
95176,1999,Tulane University,LA,0
95229,1999,Univ. of New Orleans,LA,0
95093,2000,Louisiana State University,LA,1
96016,2000,Louisiana State University Agric. Ctr.,LA,1
95176,2000,Tulane University,LA,0
95093,2001,Louisiana State University  and Agricultural and Mechanical College,LA,2
96016,2001,Louisiana State University Agricultural Center,LA,2
95176,2001,Tulane University,LA,1
96016,2002,Louisiana State Univ. Agricultural Ctr.,LA,0
95176,2002,Tulane Univ.,LA,0
96016,2003,Louisiana State Univ. Agricultural Ctr.,LA,3
96015,2003,Louisiana State Univ. Health Sciences Center-New Orleans,LA,1
95176,2003,Tulane Univ.,LA,0
96016,2004,Louisiana State Univ. Agricultural Ctr.,LA,0
96015,2004,Louisiana State Univ. Health Sciences Center-New Orleans,LA,1
95176,2004,Tulane Univ.,LA,0
96016,2005,Louisiana State Univ. Agricultural Ctr.,LA,0
96015,2005,Louisiana State Univ. Health Sciences Center-New Orleans,LA,
95176,2005,Tulane Univ.,LA,0
95093,2006,Louisiana State University System,LA,4
95176,2006,Tulane Univ.,LA,0
95093,2007,Louisiana State University System,LA,2
20080266,2007,Louisiana Tech University,LA,2
95176,2007,Tulane Univ.,LA,0
95093,2008,Louisiana State University System,LA,2
20080266,2008,Louisiana Tech University,LA,1
95176,2008,Tulane Univ.,LA,1
95093,2009,Louisiana State University System,LA,6
