[ID],Year,Institution,insttype,state,medschl,PROGYEAR,COUNTRY,Lic FTEs,Oth FTEs,Tot Res Exp,Fed Res Exp,Ind Res Exp,Lic Iss,Opt Iss,Tot Discl Lic,Excl Lic/Opt.,Non-Excl Lic/Opt,Excl Lic Lg Co,Non-Excl Lic Lg Co,Excl Lic Sm Co,Non-Excl Lic Sm Co,Excl Lic St-Ups,Non-Excl St-Ups,Lic w Equ,Act Lic,Tot Lic St-Ups,Tot Lic Sm Co,Tot Lic Lg Co,Res Fnd from Lic,Lic Gen Inc,Lic Gen Run Roy,Lic $1mm+,Tot Lic/Opt Exe,Gross Lic Inc,Lic Inc Run Roy,Lic Inc Equ,Lic Inc Other,Lic Inc Pd Oth,Leg Fees,Reimb Leg Fee,Inv Dis Rec,Inv Dis Cld,Cum Inv Dis Cld,Inact Inv Dis,Techn Lic,Tot Pat App Fld,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Iss US Pat,St-Ups Formed,St-Ups No Fnd,St-Ups Inst Fnd,St-Ups SBIR Fnd,St-Ups F&F Fnd,St-Ups Angl Fnd,St-Ups Angl Netw Fnd,St-Ups State Fnd,St-Ups VC Fnd,St-Ups Corp Fnd,St-Ups Oth Fnd,St-Ups in Home St,St-Ups Cld,Cum Op St-Ups,St-Ups w Equ,New Prod
95188,1997,Univ. of California System,5U,CA,YES,1979,Western,40,62,"$1,586,533,000 ","$870,513,000 ","$133,000,000 ",,,,82,84,,,,,,,3,832,,,,"$9,000,000 ",528,,,166,"$67,279,000 ","$60,091,000 ",$0 ,"$7,188,000 ","$5,999,000 ","$17,351,000 ","$7,393,000 ",716,,,,,500,294,,,,206,13,,,,,,,,,,,13,,,,46
95190,1997,Univ. of Chicago-ARCH Dev. Corp.,5U,IL,YES,1986,Central,4,10,"$150,531,000 ","$121,683,000 ","$1,634,000 ",,,,10,3,,,,,,,4,92,3,9,1, ,33,,,13,"$1,824,783 ","$941,025 ","$883,758 ",$0 ,"$6,563 ","$1,782,670 ","$984,016 ",162,,,,,44,18,,,,23,2,,,,,,,,,,,,,,,0
95191,1997,Univ. of Cincinnati,5U,OH,YES,1983,Central,2,1,"$67,287,745 ","$57,460,288 ","$4,494,308 ",,,,7,1,,,,,,,0,40,1,1,6,"$52,346 ",11,,,8,"$2,664,497 ","$2,528,460 ",$0 ,"$136,037 ", ,"$138,344 ","$31,335 ",52,,,,,25,16,,,,10,1,,,,,,,,,,,1,,,,1
95192,1997,Univ. of Colorado,5U,CO,YES,1993,Western,2,5,"$343,300,000 ","$256,200,000 ","$20,600,000 ",,,,25,4,,,,,,,5,80,4,10,15,"$840,000 ",80,,,29,"$3,552,899 ","$1,573,925 ",$0 ,"$1,978,974 ","$186,387 ","$462,154 ","$50,000 ",118,,,,,77,58,,,,21,4,,,,,,,,,,,4,,,,0
95193,1997,Univ. of Connecticut,5U,CT,YES,1987,Eastern,1,1,"$111,900,000 ","$51,200,000 ","$7,350,000 ",,,,9,1,,,,,,,0,33,1,6,3,"$349,000 ",8,,,10,"$432,579 ","$408,579 ",$0 ,"$24,000 ",$0 ,"$228,000 ","$25,700 ",47,,,,,19,10,,,,10,1,,,,,,,,,,,1,,,,1
95194,1997,Univ. of Dayton,5U,OH,NO,1984,Central,1,1,"$46,421,716 ","$38,012,647 ","$5,947,670 ",,,,2,0,,,,,,,0,44,1,1,0,"$50,000 ",5,,,2,"$819,867 ","$254,733 ","$565,134 ",$0 ,$0 ,"$133,967 ","$86,664 ",16,,,,,8,7,,,,5,0,,,,,,,,,,,0,,,,0
95195,1997,Univ. of Delaware,5U,DE,NO,1997,Eastern,0.5,0,"$54,293,930 ","$31,891,548 ","$3,444,175 ",,,,0,1,,,,,,,0,18,0,1,0,$0 ,13,,,1,"$278,745 ","$278,745 ",$0 ,$0 ,$0 ,"$149,405 ","$8,568 ",23,,,,,7,6,,,,7,0,,,,,,,,,,,0,,,,1
95196,1997,Univ. of Denver,5U,CO,NO,,Western,0.1,0.1,"$12,753,726 ","$11,392,099 ","$728,571 ",,,,0,0,,,,,,,0,1,0,0,0,$0 ,1,,,0,"$103,447 ","$103,447 ",$0 ,$0 ,$0 ,"$16,325 ",$0 ,2,,,,,1,1,,,,1,0,,,,,,,,,,,0,,,,0
95197,1997,Univ. of Florida,5U,FL,YES,1983,Eastern,2.5,3.5,"$221,854,267 ","$128,150,195 ","$32,696,743 ",,,,7,1,,,,,,,0,160,0,0,8,"$1,013,028 ",61,,,8,"$18,156,198 ","$17,167,569 ","$71,642 ","$916,987 ",$0 ,"$1,845,610 ","$670,485 ",103,,,,,101,61,,,,47,0,,,,,,,,,,,0,,,,0
95198,1997,Univ. of Georgia,5U,GA,NO,1979,Eastern,0.9,3.05,"$225,457,000 ","$54,364,000 ","$10,283,000 ",,,,18,15,,,,,,,1,122,5,26,2,"$1,421,500 ",35,,,33,"$3,072,601 ","$1,305,626 ",$0 ,"$1,766,975 ",$0 ,"$1,042,066 ","$676,009 ",43,,,,,28,23,,,,16,5,,,,,,,,,,,3,,,,2
95199,1997,Univ. of Guelph,3CN,N1G 2W1,NO,1983,Canada,3,2.5,"$57,786,767 ","$41,895,406 ","$15,891,361 ",,,,7,0,,,,,,,0,10,2,4,1,"$722,335 ",5,,,7,"$722,335 ","$722,335 ",$0 ,$0 ,"$361,167 ","$274,487 ","$108,350 ",30,,,,,2,2,,,,1,1,,,,,,,,,,,2,,,,0
95200,1997,Univ. of Hawaii,5U,HI,YES,1987,Western,2,1,"$120,107,138 ","$72,420,715 ","$5,944,629 ",,,,2,1,,,,,,,0,21,0,3,0,"$35,000 ",5,,,3,"$100,800 ","$100,800 ",$0 ,$0 ,$0 ,"$157,696 ",$0 ,24,,,,,16,12,,,,5,0,,,,,,,,,,,0,,,,1
95201,1997,Univ. of Houston,5U,TX,NO,1996,Central,0.5,0,"$41,794,592 ","$21,942,779 ","$4,124,774 ",,,,0,1,,,,,,,0,24,0,1,0, ,9,,,1,"$75,409 ","$75,409 ",$0 ,$0 ,$0 ,"$195,147 ","$1,202 ",18,,,,,13,9,,,,5,0,,,,,,,,,,,0,,,,0
95202,1997,Univ. of Illinois at Chicago,5U,IL,YES,1985,Central,3,1,"$138,000,000 ","$70,000,000 ","$7,000,000 ",,,,13,7,,,,,,,0,60,,,, ,42,,,20,"$1,412,000 ","$1,023,000 ",$0 ,"$389,000 ",$0 ,"$396,000 ","$168,000 ",69,,,,,26,12,,,,2,0,,,,,,,,,,,0,,,,
95203,1997,Univ. of Illinois Urbana Champaign,5U,IL,NO,1993,Central,4,7,"$286,470,000 ","$156,366,000 ","$11,761,000 ",,,,,,,,,,,,,,,,, ,122,,,,"$4,380,060 ", , , ,"$288,731 ","$513,797 ","$73,697 ",147,,,,,41,34,,,,20,,,,,,,,,,,,,,,,
95204,1997,Univ. of Iowa Research Fndtn.,5U,IA,YES,1975,Central,2.3,1.5,"$211,760,522 ","$134,903,473 ","$24,405,507 ",,,,11,15,,,,,,,0,90,4,6,16, ,50,,,26,"$910,418 ","$430,000 ",$0 ,"$480,418 ","$22,950 ","$585,967 ","$349,778 ",86,,,,,38,34,,,,15,4,,,,,,,,,,,2,,,,0
95205,1997,Univ. of Kansas,5U,KS,YES,1994,Central,5,2,"$102,874,970 ","$65,528,892 ","$19,983,907 ",,,,5,2,,,,,,,0,38,4,2,1,"$600,000 ",30,,,7,"$721,177 ","$338,828 ","$226,000 ","$156,349 ",$0 ,"$187,000 ","$45,000 ",84,,,,,22,22,,,,7,1,,,,,,,,,,,1,,,,4
95206,1997,Univ. of Kentucky Research Fndtn.,5U,KY,YES,1984,Central,1,2,"$78,803,706 ","$55,847,517 ","$8,137,984 ",,,,4,2,,,,,,,0,52,0,6,0,"$100,000 ",12,,,6,"$2,570,482 ","$2,565,482 ",$0 ,"$5,000 ",$0 ,"$448,786 ",$0 ,56,,,,,30,30,,,,12,0,,,,,,,,,,,0,,,,0
95207,1997,Univ. of Louisville,5U,KY,YES,1996,Central,0.1,0.4,"$26,574,000 ","$9,848,631 ","$7,362,992 ",,,,0,0,,,,,,,,7,0,0,0,$0 ,5,,,0,"$29,928 ","$21,928 ",$0 ,"$8,000 ",$0 ,"$9,990 ",$0 ,14,,,,,9,3,,,,5,0,,,,,,,,,,,0,,,,0
95208,1997,Univ. of Maine,5U,ME,NO,,Eastern,0,0,"$33,144,000 ","$15,066,000 ","$5,609,000 ",,,,1,0,,,,,,,0,4,0,0,1,"$70,000 ",0,,,1,$0 ,$0 ,$0 ,$0 ,$0 ,"$12,000 ",$0 ,5,,,,,4,3,,,,0,0,,,,,,,,,,,0,,,,0
95209,1997,Univ. of Manitoba,3CN,R3E OW3,YES,1983,Canada,2,2.65,"$34,668,789 ","$16,953,896 ","$2,398,271 ",,,,9,2,,,,,,,1,54,3,3,5,"$126,649 ",27,,,11,"$555,746 ","$297,265 ",$0 ,"$258,481 ","$91,624 ","$202,659 ","$37,821 ",33,,,,,16,13,,,,5,3,,,,,,,,,,,2,,,,3
95210,1997,Univ. of Maryland at Baltimore,5U,MD,YES,1989,Eastern,3,3.75,"$134,888,000 ","$72,100,000 ","$18,581,000 ",,,,5,0,,,,,,,1,29,0,3,2,"$62,999 ",16,,,5,"$105,668 ","$37,167 ",$0 ,"$68,501 ",$0 ,"$145,442 ","$35,919 ",48,,,,,31,17,,,,5,1,,,,,,,,,,,1,,,,0
95211,1997,Univ. of Maryland Baltimore County,5U,MD,NO,1994,Eastern,0.5,0.5,"$19,799,000 ","$9,816,000 ","$2,484,000 ",,,,0,3,,,,,,,0,10,0,1,2,"$35,000 ",7,,,3,"$55,569 ","$32,410 ",$0 ,"$23,159 ",$0 ,"$95,759 ","$5,135 ",15,,,,,10,10,,,,5,0,,,,,,,,,,,0,,,,0
95212,1997,Univ. of Maryland College Park,5U,MD,NO,1987,Eastern,6,6,"$131,114,074 ","$102,650,529 ","$6,724,949 ",,,,37,13,,,,,,,1,219,1,32,17,"$1,435,147 ",103,,,50,"$1,371,931 ","$1,232,395 ",$0 ,"$139,536 ",$0 ,"$372,578 ","$199,099 ",92,,,,,87,80,,,,5,0,,,,,,,,,,,0,,,,9
95213,1997,Univ. of Massachusetts All Campuses,5U,MA,YES,1995,Eastern,4.5,4.5,"$186,461,097 ","$127,179,691 ","$16,842,711 ",,,,5,1,,,,,,,2,21,0,2,4,"$1,500,000 ",16,,,6,"$829,000 ","$170,000 ",$0 ,"$659,000 ",$0 , , ,113,,,,,,54,,,,5,0,,,,,,,,,,,0,,,,0
95217,1997,Univ. of Miami,5U,FL,YES,1989,Eastern,3,1,"$159,196,088 ","$114,003,957 ","$20,780,877 ",,,,5,1,,,,,,,0,33,0,2,4,"$1,534,700 ",16,,,6,"$104,230 ","$15,730 ",$0 ,"$88,500 ",$0 ,"$126,661 ","$36,784 ",47,,,,,15,9,,,,6,0,,,,,,,,,,,0,,,,0
95218,1997,Univ. of Michigan,5U,MI,YES,1982,Central,5,11.25,"$458,500,000 ","$300,400,000 ","$31,600,000 ",,,,17,30,,,,,,,2,143,6,28,13,"$325,000 ",83,,,47,"$1,780,334 ","$809,334 ",$0 ,"$971,000 ","$71,395 ","$1,719,800 ","$829,300 ",168,,,,,128,80,,,,52,6,,,,,,,,,,,6,,,,5
95219,1997,Univ. of Minnesota,5U,MN,YES,1957,Central,7,5,"$247,342,888 ","$185,484,728 ","$25,945,291 ",,,,47,116,,,,,,,5,455,5,55,103, ,137,,,163,"$4,891,398 ","$2,970,533 ",$0 ,"$1,920,865 ","$1,326,590 ","$1,822,971 ","$585,107 ",148,,,,,130,66,,,,66,6,,,,,,,,,,,6,,,,20
95221,1997,Univ. of Missouri System,5U,MO,YES,1987,Central,0.5,4,"$140,032,425 ","$45,608,606 ","$9,587,113 ",,,,14,6,,,,,,,0,60,0,4,16,"$121,527 ",14,,,20,"$1,381,589 ","$1,339,256 ",$0 ,"$42,333 ",$0 ,"$312,572 ","$223,696 ",65,,,,,23,15,,,,14,0,,,,,,,,,,,0,,,,2
95222,1997,Univ. of Montana,5U,MT,NO,1995,Western,0.5,0,"$19,735,773 ","$14,109,183 ","$115,020 ",,,,1,0,,,,,,,0,4,0,1,0,"$34,599 ",1,,,1,"$4,437 ","$4,437 ",$0 ,$0 ,$0 ,"$2,731 ",$0 ,8,,,,,2,2,,,,2,0,,,,,,,,,,,0,,,,0
95224,1997,Univ. of Nebraska-Lincoln,5U,NE,NO,1996,Central,2.25,0.5,"$102,460,000 ","$32,352,000 ","$3,465,000 ",,,,4,0,,,,,,,0,,0,1,3, ,15,,,4,"$640,925 ","$625,925 ",$0 ,"$15,000 ","$58,300 ","$148,119 ","$33,202 ",17,,,,,26,14,,,,15,1,,,,,,,,,,,1,,,,1
95228,1997,Univ. of New Mexico/Sci. & Tech. Corp.,5U,NM,YES,1995,Western,3,1.5,"$92,421,690 ","$62,846,280 ","$8,317,890 ",,,,7,0,,,,,,,2,13,3,1,3,"$650,000 ",6,,,7,"$339,753 ","$119,753 ",$0 ,"$220,000 ",$0 ,"$342,563 ","$17,183 ",45,,,,,37,19,,,,16,0,,,,,,,,,,,0,,,,2
95229,1997,Univ. of New Orleans,5U,LA,NO,,Central,0.1,0,"$24,825,875 ","$12,485,896 ","$5,077,245 ",,,,0,0,,,,,,,0,,0,0,0,$0 ,2,,,0,"$13,000 ", , , ,"$1,300 ",$0 ,$0 ,3,,,,,3,3,,,,1,0,,,,,,,,,,,0,,,,0
95230,1997,Univ. of North Carolina/Chapel Hill,5U,NC,YES,1985,Eastern,4.75,6,"$263,517,405 ","$207,579,148 ","$9,593,914 ",,,,29,21,,,,,,,16,257,7,27,16,"$831,894 ",61,,,50,"$1,684,093 ","$342,515 ",$0 ,"$1,341,578 ","$18,184 ","$914,095 ","$723,567 ",94,,,,,66,,,,,34,2,,,,,,,,,,,2,,,,2
96032,1997,Univ. of North Texas HSC Fort Worth,5U,TX,YES,,Central,0,0,"$7,257,431 ","$5,272,622 ","$1,300,092 ",,,,1,0,,,,,,,0,2,0,1,0,"$200,000 ",0,,,1,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,4,,,,,4,4,,,,1,0,,,,,,,,,,,0,,,,0
95235,1997,Univ. of Oklahoma Health Science Ctr.,5U,OK,YES,1984,Central,0.75,0.5,"$32,625,449 ","$29,071,857 ","$3,553,592 ",,,,2,0,,,,,,,1,8,0,1,1,"$286,306 ",2,,,2,"$25,000 ","$25,000 ",$0 ,$0 ,$0 ,"$235,743 ","$164,085 ",11,,,,,8,4,,,,10,0,,,,,,,,,,,0,,,,2
95236,1997,Univ. of Oregon,5U,OR,NO,1992,Western,0.5,1.5,"$54,762,524 ","$45,463,825 ","$430,106 ",,,,8,2,,,,,,,2,46,5,3,2,"$90,000 ",12,,,10,"$143,000 ","$106,190 ",$0 ,"$36,810 ",$0 ,"$83,115 ","$8,113 ",9,,,,,11,6,,,,14,3,,,,,,,,,,,3,,,,0
95237,1997,Univ. of Pennsylvania,5U,PA,YES,1986,Eastern,6,7,"$364,000,000 ","$278,000,000 ","$22,000,000 ",,,,29,11,,,,,,,4,129,4,27,9,"$3,201,000 ",65,,,40,"$2,136,000 ","$772,743 ",$0 ,"$1,363,257 ",$0 ,"$2,626,000 ","$1,596,000 ",173,,,,,73,69,,,,54,4,,,,,,,,,,,1,,,,9
95238,1997,Univ. of Pittsburgh,5U,PA,YES,1992,Eastern,4,3,"$269,050,000 ","$187,260,000 ","$30,940,000 ",,,,14,1,,,,,,,4,66,5,5,5,"$4,400,000 ",34,,,15,"$1,216,500 ","$267,000 ",$0 ,"$949,500 ",$0 ,"$1,120,000 ","$332,500 ",63,,,,,54,23,,,,14,5,,,,,,,,,,,4,,,,1
95241,1997,Univ. of South Alabama,5U,AL,YES,1995,Eastern,1.5,0,"$23,000,000 ","$17,000,000 ","$6,000,000 ",,,,5,0,,,,,,,0,7,1,2,2,"$250,000 ",2,,,5,"$100,000 ",$0 ,$0 ,"$100,000 ",$0 ,"$50,000 ","$50,000 ",18,,,,,7,7,,,,1,0,,,,,,,,,,,0,,,,0
95242,1997,Univ. of South Carolina,5U,SC,YES,1993,Eastern,2,1,"$45,160,026 ","$36,102,497 ","$1,932,025 ",,,,1,0,,,,,,,0,4,0,0,1,"$200,000 ",4,,,1,"$54,825 ","$4,825 ",$0 ,"$50,000 ",$0 ,"$84,133 ",$0 ,27,,,,,5,3,,,,3,0,,,,,,,,,,,0,,,,0
95243,1997,Univ. of South Florida,5U,FL,YES,1990,Eastern,1.67,2.67,"$106,000,000 ","$42,400,000 ","$32,700,000 ",,,,9,3,,,,,,,2,38,6,2,4,"$1,620,000 ",14,,,12,"$345,414 ","$239,156 ",$0 ,"$106,258 ",$0 ,"$480,000 ","$145,000 ",48,,,,,55,20,,,,18,4,,,,,,,,,,,3,,,,0
95244,1997,Univ. of Southern California,5U,CA,YES,1971,Western,3,2,"$238,399,312 ","$203,469,791 ","$25,702,231 ",,,,26,10,,,,,,,4,82,4,24,8,"$4,828,179 ",20,,,36,"$687,004 ","$687,004 ",$0 ,$0 ,$0 ,"$601,000 ","$394,543 ",113,,,,,52,43,,,,29,4,,,,,,,,,,,2,,,,0
95245,1997,Univ. of Tennessee Research Corp.,5U,TN,YES,1983,Central,2.2,1.8,"$165,131,000 ","$75,623,000 ","$12,993,000 ",,,,7,3,,,,,,,1,55,2,4,4,"$334,000 ",26,,,10,"$1,122,650 ","$376,251 ",$0 ,"$746,399 ","$141,165 ","$424,219 ","$191,459 ",53,,,,,23,15,,,,13,2,,,,,,,,,,,2,,,,2
95248,1997,Univ. of Texas at Austin,5U,TX,NO,1988,Central,3,3.75,"$239,021,000 ","$151,954,000 ","$29,887,000 ",,,,10,10,,,,,,,0,64,3,13,4,"$180,722 ",24,,,20,"$1,352,793 ","$859,990 ",$0 ,"$492,803 ",$0 ,"$471,510 ","$434,257 ",92,,,,,43,25,,,,43,3,,,,,,,,,,,3,,,,0
95246,1997,Univ. of Texas Hlth Sci Ctr San Antonio,5U,TX,YES,1990,Central,1,1,"$92,282,000 ","$50,484,000 ","$15,500,000 ",,,,1,0,,,,,,,0,65,0,0,1, ,17,,,1,"$2,826,538 ","$2,826,538 ",$0 ,$0 ,$0 ,"$353,052 ","$19,060 ",,,,,,16,16,,,,7,0,,,,,,,,,,,0,,,,0
95249,1997,Univ. of Texas Houston Hlth. Sci. Ctr.,5U,TX,YES,1985,Central,0.1,0,"$97,594,864 ","$67,205,688 ","$21,735,732 ",,,,4,1,,,,,,,0,11,0,2,3, ,9,,,5,"$311,703 ","$271,503 ",$0 ,"$40,200 ",$0 ,"$125,068 ","$30,568 ",9,,,,,9,7,,,,3,0,,,,,,,,,,,0,,,,0
95252,1997,Univ. of Texas Southwestern Med. Ctr.,5U,TX,YES,1990,Central,1.25,4.55,"$140,589,000 ","$89,357,000 ","$12,737,000 ",,,,8,12,,,,,,,0,101,1,11,8,"$1,220,000 ",56,,,20,"$3,302,689 ","$2,651,685 ",$0 ,"$651,004 ",$0 ,"$1,175,794 ","$495,591 ",66,,,,,41,29,,,,20,1,,,,,,,,,,,1,,,,4
95254,1997,Univ. of Toronto,3CN,M5S 1A1,YES,1980,Canada,4,2,"$205,720,890 ","$112,684,195 ","$31,349,321 ",,,,29,2,,,,,,,4,70,16,6,9,"$1,921,410 ",53,,,31,"$1,605,693 ","$967,480 ",$0 ,"$638,213 ","$97,736 ","$271,895 ","$157,249 ",112,,,,,60,19,,,,7,11,,,,,,,,,,,11,,,,5
95255,1997,Univ. of Tulsa,5U,OK,NO,,Central,0,0,"$9,150,020 ","$4,168,246 ","$3,912,298 ",,,,0,0,,,,,,,0,0,0,0,0,$0 ,0,,,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,0,,,,,0,0,,,,0,0,,,,,,,,,,,0,,,,0
95256,1997,Univ. of Utah,5U,UT,YES,1968,Western,2,4,"$156,897,757 ","$120,064,859 ","$30,564,384 ",,,,25,1,,,,,,,6,138,6,17,3,"$851,484 ",56,,,26,"$2,272,994 ","$2,073,349 ","$199,099 ",$546 ,"$63,488 ","$785,069 ","$52,295 ",151,,,,,78,36,,,,35,6,,,,,,,,,,,6,,,,2
95259,1997,Univ. of Virginia Patents Fndtn.,5U,VA,YES,1977,Eastern,4,1,"$135,366,000 ","$103,555,000 ","$31,811,000 ",,,,9,7,,,,,,,0,47,2,9,5,"$800,000 ",26,,,16,"$3,465,000 ","$2,911,000 ",$0 ,"$554,000 ",$0 ,"$466,234 ","$69,935 ",81,,,,,34,34,,,,13,3,,,,,,,,,,,3,,,,0
95260,1997,Univ. of Washington/Wash. Res. Fndtn.,5U,WA,YES,1983,Western,8,12,"$528,602,441 ","$475,108,298 ","$29,578,071 ",,,,30,24,,,,,,,5,271,,,, ,142,,,54,"$11,510,000 ", , , ,"$31,395 ","$1,023,456 ","$475,458 ",280,,,,,62,,,,,34,25,,,,,,,,,,,24,,,,
95261,1997,Univ. of Waterloo,3CN,N2L 3G1,NO,1990,Canada,2,1,"$36,261,196 ","$21,092,170 ","$15,169,026 ",,,,,,,,,,,,0,14,,,, ,31,,,14,"$845,131 ", , , , ,"$89,858 ","$28,027 ",15,,,,,8,4,,,,9,1,,,,,,,,,,,1,,,,
95262,1997,Univ. of Western Ontario,3CN,N6A 5B8,YES,1995,Canada,5,2,"$50,563,421 ","$25,281,710 ","$3,322,739 ",,,,5,11,,,,,,,3,20,3,3,10, ,16,,,16,"$46,085 ", , , ,$0 ,"$57,787 ", ,64,,,,,10,8,,,,5,2,,,,,,,,,,,2,,,,1
95267,1997,UTI Inc./Univ. of Calgary,3CN,T2N 2A1,YES,1985,Canada,7,3.75,"$72,250,021 ","$19,305,532 ","$13,706,135 ",,,,8,23,,,,,,,0,84,1,17,13,"$53,271 ",59,,,31,"$2,073,735 ","$1,605,405 ","$361,167 ","$107,163 ","$6,230 ","$304,946 ","$304,419 ",72,,,,,13,7,,,,6,1,,,,,,,,,,,1,,,,6
95268,1997,Vanderbilt University,5U,TN,YES,1990,Central,2,2,"$138,400,000 ","$102,100,000 ","$13,500,000 ",,,,26,9,,,,,,,4,95,6,18,11,"$2,202,817 ",30,,,35,"$541,339 ","$412,287 ",$0 ,"$129,052 ","$11,320 ","$360,183 ","$212,456 ",59,,,,,45,41,,,,7,2,,,,,,,,,,,1,,,,3
95270,1997,Virginia Commonwealth University,5U,VA,YES,1994,Eastern,1,1,"$95,000,000 ","$57,000,000 ","$13,000,000 ",,,,5,0,,,,,,,3,43,5,0,0,"$1,500,000 ",12,,,5,"$155,970 ","$130,970 ",$0 ,"$25,000 ",$0 ,"$22,021 ",$0 ,22,,,,,20,9,,,,9,5,,,,,,,,,,,5,,,,1
95271,1997,Virginia Tech Intellectual Properties Inc.,5U,VA,NO,1985,Eastern,1.8,3.3,"$156,057,000 ","$87,657,000 ","$11,385,000 ",,,,12,21,,,,,,,2,103,1,16,16,"$1,861,000 ",57,,,33,"$1,159,224 ","$886,224 ",$0 ,"$273,000 ",$0 ,"$125,791 ","$16,865 ",88,,,,,31,27,,,,22,1,,,,,,,,,,,1,,,,8
95272,1997,W.A.R.F./Univ. of Wisconsin-Madison,5U,WI,YES,1925,Central,4.5,7.5,"$379,600,000 ","$226,000,000 ","$41,300,000 ",,,,23,30,,,,,,,2,247,3,35,15,"$2,450,000 ",133,,,53,"$17,172,808 ","$16,232,000 ",$0 ,"$940,808 ",$0 ,"$2,283,552 ","$50,000 ",199,,,,,144,100,,,,69,2,,,,,,,,,,,1,,,,9
95273,1997,Wake Forest University,5U,NC,YES,1985,Eastern,0.6,0,"$55,292,043 ","$38,608,906 ","$13,858,376 ",,,,2,1,,,,,,,0,18,0,1,2,"$108,321 ",8,,,3,"$632,652 ","$515,152 ",$0 ,"$117,500 ",$0 ,"$303,551 ","$79,571 ",22,,,,,15,11,,,,11,0,,,,,,,,,,,0,,,,0
95274,1997,Washington State University,5U,WA,NO,1971,Western,2.5,2.5,"$87,539,902 ","$60,585,628 ","$3,000,000 ",,,,12,4,,,,,,,0,50,0,4,12,"$47,500 ",45,,,16,"$156,906 ","$57,406 ",$0 ,"$99,500 ",$0 ,"$240,930 ","$217,807 ",40,,,,,26,4,,,,6,1,,,,,,,,,,,1,,,,0
95275,1997,Washington University,5U,MO,YES,1985,Central,3.5,3,"$275,959,000 ","$220,564,000 ","$24,416,000 ",,,,11,29,,,,,,,1,237,3,12,25, ,120,,,40,"$6,246,655 ", , , ,"$145,527 ","$864,369 ","$665,295 ",50,,,,,108,50,,,,21,3,,,,,,,,,,,2,,,,
95276,1997,Wayne State University,5U,MI,YES,1988,Central,1,1,"$124,383,000 ","$53,690,482 ","$10,925,165 ",,,,4,2,,,,,,,0,38,1,2,3,"$197,000 ",11,,,6,"$191,000 ","$77,000 ",$0 ,"$114,000 ",$400 ,"$153,000 ","$31,000 ",23,,,,,27,9,,,,11,1,,,,,,,,,,,1,,,,0
97012,1997,West Virginia University,5U,WV,YES,,Eastern,0,0,"$28,839,000 ","$23,800,000 ","$5,039,000 ",,,,2,0,,,,,,,0,7,0,2,0,$0 ,4,,,2,"$20,000 ",$0 ,$0 ,"$20,000 ",$0 ,"$25,000 ",$0 ,6,,,,,2,2,,,,0,0,,,,,,,,,,,0,,,,0
95280,1997,Woods Hole Oceanographic Inst.,4HRI,MA,NO,1993,Eastern,1,0.02,"$76,435,227 ","$64,794,094 ","$11,641,133 ",,,,1,2,,,,,,,1,9,1,2,0,$0 ,2,,,3,"$59,780 ","$59,780 ",$0 ,$0 ,$0 ,"$91,060 ",$0 ,3,,,,,2,2,,,,0,1,,,,,,,,,,,1,,,,1
95281,1997,Wright State University,5U,OH,YES,,Central,2,0,"$17,291,000 ","$10,001,000 ","$1,409,000 ",,,,0,9,,,,,,,0,13,0,0,9,$0 ,12,,,9,"$133,164 ","$133,164 ",$0 ,$0 ,$0 ,"$8,970 ",$0 ,5,,,,,2,2,,,,2,0,,,,,,,,,,,0,,,,0
95282,1997,Yale University,5U,CT,YES,1982,Eastern,6,2,"$283,000,000 ","$216,700,000 ","$16,629,000 ",,,,,,,,,,,,0,190,,,,"$383,000 ",40,,,25,"$13,091,174 ","$12,257,674 ",$0 ,"$833,500 ","$36,887 ","$748,446 ","$318,548 ",80,,,,,48,41,,,,24,1,,,,,,,,,,,0,,,,5
95002,1998,Albert Einstein College of Med./Yeshiva,5U,NY,YES,1985,Eastern,1,1,"$125,000,000 ","$99,000,000 ","$1,050,000 ",,,,22,13,18,11,2,2,2,0,0,,2,4,29,"$1,050,000 ",14,,,35,"$1,625,000 ", , , ,"$300,000 ","$341,000 ","$219,000 ",27,,,,,17,7,,,,12,2,,,,,,,,,,,0,0,2,,0
97027,1998,Allegheny Univ. of the Health Sciences,5U,PA,YES,1995,Eastern,2,3,"$54,500,000 ","$38,200,000 ","$4,800,000 ",,,,12,0,6,0,4,0,2,0,2,26,2,4,6,"$3,640,000 ",5,,,12,"$207,578 ","$58,578 ",$0 ,"$149,000 ",$0 ,"$302,874 ","$192,101 ",48,,,,,29,25,,,,5,2,,,,,,,,,,,1,0,5,,0
95006,1998,Arizona State University,5U,AZ,NO,1985,Western,1,2,"$49,946,707 ","$32,479,629 ","$5,766,739 ",,,,8,0,3,0,5,0,0,0,0,32,0,5,3,$0 ,15,,,8,"$603,313 ","$50,098 ",$0 ,"$553,215 ",$0 ,"$521,482 ","$47,132 ",59,,,,,58,58,,,,8,0,,,,,,,,,,,,,,,2
