Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"282,223","301,466","819,232","715,102","64,715",22.0,"47,254",16.0,"347,238","123,315","223,923",17.2,48.6,"138,978","89,650","49,328",12.5,19.4,"208,260",29.2,38.8,"31,726","31,911","60,078"
b. 5 to 9,"110,785","130,490","941,034","883,001","18,513",14.5,"12,957",10.1,"293,222","120,903","172,319",13.7,33.2,"177,156","84,690","92,466",9.6,20.1,"116,066",13.1,40.2,"8,081","8,191","53,369"
c. 10 to 19,"66,384","82,874","1,170,890","1,127,550","9,783",12.0,"7,259",8.9,"309,518","130,158","179,360",11.5,27.5,"222,838","96,835","126,003",8.6,19.8,"86,680",7.7,39.6,"4,191","4,272","56,897"
d. 20 to 49,"40,145","54,415","1,702,501","1,659,624","5,465",10.1,"4,448",8.2,"400,819","163,139","237,680",9.8,24.2,"315,064","134,481","180,583",8.1,19.0,"85,755",5.2,38.0,"2,288","2,328","68,913"
e. 50 to 99,"13,197","19,208","1,326,903","1,311,917","1,671",8.8,"1,388",7.3,"267,428","114,487","152,941",8.7,20.4,"237,455","94,477","142,978",7.2,18.1,"29,973",2.3,36.2,564,566,"38,050"
f. 100 to 249,"6,107","9,452","1,385,843","1,397,666",729,7.7,734,7.8,"245,921","108,401","137,520",7.8,17.6,"269,566","108,615","160,951",7.8,19.3,"-23,645",-1.7,35.2,247,248,"36,565"
g. 250 to 499,"1,534","2,439","797,707","818,569",160,6.5,182,7.4,"125,508","54,025","71,483",6.6,15.3,"167,232","61,319","105,913",7.5,20.4,"-41,724",-5.1,30.6,52,52,"17,811"
h. 500 to 999,608,875,"590,963","601,603",29,3.3,51,5.8,"75,776","19,608","56,168",3.3,12.6,"97,057","33,706","63,351",5.6,16.1,"-21,281",-3.5,25.2,6,6,"4,563"
i. 1000+,389,574,"1,290,314","1,361,752",7,1.2,25,4.3,"74,526","10,709","63,817",0.8,5.5,"217,402","69,928","147,474",5.1,16.0,"-142,876",-10.5,11.0,7,7,"28,369"
m. ALL,"521,372","601,793","10,025,387","9,876,784","101,072",17.1,"74,298",12.6,"2,139,956","844,745","1,295,211",8.6,21.7,"1,842,748","773,701","1,069,047",7.8,18.7,"297,208",3.0,37.4,"47,162","47,581","364,615"
,,1988,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"280,335","301,235","810,480","720,797","57,928",19.4,"50,346",16.9,"324,402","110,724","213,678",15.4,45.0,"145,035","91,677","53,358",12.7,20.1,"179,367",24.9,40.2,"34,788","34,788","62,962"
b. 5 to 9,"114,118","134,813","953,280","908,606","16,191",12.2,"12,260",9.2,"268,251","105,879","162,372",11.7,29.5,"178,903","80,113","98,790",8.8,19.7,"89,348",9.8,39.4,"7,881","7,881","51,494"
c. 10 to 19,"68,754","85,535","1,197,314","1,166,140","8,100",9.5,"6,884",8.1,"290,318","107,673","182,645",9.2,24.9,"227,969","92,131","135,838",7.9,19.5,"62,349",5.4,39.0,"4,043","4,044","53,730"
d. 20 to 49,"41,969","56,921","1,777,347","1,737,094","4,930",8.7,"4,163",7.4,"403,621","147,006","256,615",8.5,23.2,"323,114","124,216","198,898",7.2,18.6,"80,507",4.6,37.2,"2,107","2,107","61,959"
e. 50 to 99,"13,885","20,032","1,391,361","1,376,362","1,452",7.3,"1,262",6.3,"276,414","100,588","175,826",7.3,20.1,"246,415","86,229","160,186",6.3,17.9,"29,999",2.2,35.8,503,503,"33,912"
f. 100 to 249,"6,437","10,069","1,503,391","1,494,137",737,7.4,609,6.1,"285,163","111,159","174,004",7.4,19.1,"266,655","91,118","175,537",6.1,17.8,"18,508",1.3,35.6,176,176,"26,279"
g. 250 to 499,"1,623","2,383","790,488","804,755",179,7.5,193,8.1,"136,181","61,553","74,628",7.6,16.9,"164,714","66,145","98,569",8.2,20.5,"-28,533",-3.6,33.8,45,45,"14,792"
h. 500 to 999,666,926,"617,168","619,809",43,4.7,27,2.9,"93,297","28,988","64,309",4.7,15.1,"98,579","17,659","80,920",2.8,15.9,"-5,282",-0.8,30.2,7,7,"5,021"
i. 1000+,383,560,"1,320,583","1,322,062",19,3.4,20,3.6,"149,834","48,234","101,600",3.6,11.3,"152,791","37,123","115,668",2.8,11.6,"-2,957",-0.3,22.6,5,5,"9,127"
m. ALL,"528,170","612,474","10,361,412","10,149,762","89,579",14.8,"75,764",12.5,"2,227,481","821,804","1,405,677",8.1,21.9,"1,804,175","686,411","1,117,764",6.8,17.8,"423,306",4.1,35.6,"49,555","49,556","319,276"
,,1989,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"273,891","295,691","838,776","739,806","55,684",18.8,"57,431",19.4,"357,146","107,382","249,764",14.5,48.3,"159,206","108,278","50,928",14.6,21.5,"197,940",26.8,43.0,"33,376","33,434","62,023"
b. 5 to 9,"112,796","135,298","963,382","929,034","16,061",11.9,"16,241",12.0,"269,818","104,764","165,054",11.3,29.0,"201,121","106,142","94,979",11.4,21.6,"68,697",7.4,43.2,"8,252","8,291","53,789"
c. 10 to 19,"68,536","85,767","1,234,491","1,198,127","8,441",9.8,"8,881",10.3,"313,668","112,743","200,925",9.4,26.2,"240,939","118,429","122,510",9.9,20.1,"72,729",6.1,40.2,"4,196","4,240","56,392"
d. 20 to 49,"42,515","58,167","1,820,612","1,788,505","5,080",8.7,"5,077",8.7,"398,157","152,251","245,906",8.5,22.3,"333,943","151,506","182,437",8.5,18.7,"64,214",3.6,37.4,"2,206","2,267","66,784"
e. 50 to 99,"13,802","20,470","1,423,813","1,416,931","1,479",7.2,"1,538",7.5,"265,262","101,675","163,587",7.2,18.7,"251,498","104,762","146,736",7.4,17.7,"13,764",1.0,35.4,655,669,"44,713"
f. 100 to 249,"6,686","10,645","1,569,704","1,575,228",739,7.0,705,6.7,"270,617","110,044","160,573",7.0,17.2,"281,665","102,325","179,340",6.5,17.9,"-11,048",-0.7,34.4,268,276,"38,933"
g. 250 to 499,"1,695","2,596","855,358","868,300",180,7.0,175,6.8,"136,885","59,783","77,102",6.9,15.8,"162,768","59,266","103,502",6.8,18.7,"-25,883",-2.9,31.6,68,74,"22,695"
h. 500 to 999,682,962,"624,562","640,161",36,3.8,33,3.4,"68,930","23,907","45,023",3.7,10.8,"100,128","22,048","78,080",3.4,15.6,"-31,198",-4.8,21.6,8,8,"4,922"
i. 1000+,409,584,"1,340,892","1,359,286",21,3.6,13,2.2,"134,826","52,475","82,351",3.9,9.9,"171,613","34,172","137,441",2.5,12.6,"-36,787",-2.7,19.8,6,6,"21,237"
m. ALL,"521,012","610,180","10,671,590","10,515,378","87,721",14.4,"90,094",14.7,"2,215,309","825,024","1,390,285",7.8,21.1,"1,902,881","806,928","1,095,953",7.7,18.1,"312,428",3.0,36.2,"49,035","49,265","371,488"
,,1990,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"288,227","309,920","833,918","729,021","66,138",22.0,"43,786",14.6,"342,872","128,365","214,507",17.6,47.0,"133,078","81,854","51,224",11.2,18.3,"209,794",28.7,36.6,"30,515","30,576","57,279"
b. 5 to 9,"118,942","141,862","1,007,593","946,376","19,336",14.0,"11,379",8.2,"295,029","126,025","169,004",13.3,31.2,"172,595","74,425","98,170",7.9,18.2,"122,434",13.0,36.4,"7,547","7,572","49,407"
c. 10 to 19,"73,352","91,375","1,288,626","1,232,471","10,567",11.8,"6,388",7.1,"332,108","141,436","190,672",11.5,26.9,"219,798","85,414","134,384",6.9,17.8,"112,310",9.1,35.6,"4,188","4,202","56,094"
d. 20 to 49,"45,637","62,627","1,942,212","1,886,844","6,021",9.8,"3,857",6.3,"425,830","179,726","246,104",9.5,22.6,"315,094","115,075","200,019",6.1,16.7,"110,736",5.9,33.4,"2,243","2,274","66,517"
e. 50 to 99,"14,915","21,669","1,487,471","1,472,232","1,726",8.1,"1,241",5.8,"270,017","117,384","152,633",8.0,18.3,"239,539","85,001","154,538",5.8,16.3,"30,478",2.0,32.6,597,609,"41,043"
f. 100 to 249,"7,241","11,361","1,679,177","1,670,029",739,6.6,545,4.8,"275,254","106,735","168,519",6.4,16.5,"256,958","82,345","174,613",4.9,15.4,"18,296",1.1,30.8,236,236,"34,660"
g. 250 to 499,"1,854","2,707","896,953","901,723",147,5.5,105,3.9,"124,094","49,652","74,442",5.5,13.8,"133,633","34,969","98,664",3.9,14.8,"-9,539",-1.0,27.6,55,56,"18,528"
h. 500 to 999,718,987,"657,182","658,523",41,4.2,30,3.1,"85,933","26,776","59,157",4.1,13.0,"88,616","20,098","68,518",3.1,13.5,"-2,683",-0.5,26.0,13,13,"8,517"
i. 1000+,425,607,"1,379,837","1,413,838",24,4.0,16,2.7,"137,424","46,629","90,795",3.3,9.7,"205,425","40,845","164,580",2.9,14.5,"-68,001",-4.8,19.4,4,4,"11,118"
m. ALL,"551,311","643,115","11,172,969","10,911,057","104,739",16.7,"67,347",10.8,"2,288,561","922,728","1,365,833",8.5,21.0,"1,764,736","620,026","1,144,710",5.7,16.2,"523,825",4.8,32.4,"45,398","45,542","343,163"
,,1991,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"292,255","315,045","813,144","737,711","58,868",19.0,"49,381",15.9,"306,734","112,352","194,382",15.2,41.6,"155,868","92,363","63,505",12.5,21.1,"150,866",20.5,42.2,"31,716","31,881","59,916"
b. 5 to 9,"122,163","145,493","979,345","958,550","16,700",11.6,"12,991",9.0,"252,023","108,938","143,085",11.4,26.3,"210,432","84,580","125,852",8.8,22.0,"41,591",4.3,44.0,"7,989","8,053","52,551"
c. 10 to 19,"75,085","94,506","1,256,286","1,252,732","9,061",9.7,"7,125",7.6,"276,314","121,476","154,838",9.7,22.1,"269,205","95,088","174,117",7.6,21.5,"7,109",0.6,43.0,"4,196","4,244","56,677"
d. 20 to 49,"47,310","65,722","1,918,946","1,937,239","5,395",8.3,"4,255",6.5,"373,419","159,187","214,232",8.2,19.3,"410,005","127,149","282,856",6.6,21.2,"-36,586",-1.9,38.6,"2,406","2,480","73,725"
e. 50 to 99,"15,423","22,682","1,452,685","1,499,609","1,447",6.4,"1,281",5.7,"217,864","98,291","119,573",6.6,14.5,"311,711","87,597","224,114",5.8,20.8,"-93,847",-6.3,29.0,631,642,"43,389"
f. 100 to 249,"7,380","11,546","1,579,023","1,647,885",663,5.7,654,5.7,"213,394","95,788","117,606",5.8,12.9,"351,117","96,752","254,365",5.9,21.3,"-137,723",-8.4,25.8,288,290,"42,658"
g. 250 to 499,"1,837","2,800","889,420","920,749",150,5.3,161,5.7,"126,247","48,605","77,642",5.3,13.7,"188,904","54,450","134,454",5.9,20.5,"-62,657",-6.8,27.4,73,73,"24,329"
h. 500 to 999,714,995,"638,112","658,748",30,3.0,50,5.0,"87,006","20,882","66,124",3.2,13.2,"128,278","34,030","94,248",5.2,19.5,"-41,272",-6.3,26.4,21,21,"13,822"
i. 1000+,433,623,"1,397,793","1,434,186",16,2.5,27,4.3,"108,799","27,397","81,402",1.9,7.6,"181,585","46,402","135,183",3.2,12.7,"-72,786",-5.1,15.2,14,14,"23,269"
m. ALL,"562,600","659,412","10,924,754","11,047,409","92,330",14.2,"75,925",11.7,"1,961,800","792,916","1,168,884",7.2,17.8,"2,207,105","718,411","1,488,694",6.5,20.0,"-245,305",-2.2,35.6,"47,334","47,698","390,336"
,,1992,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"293,300","317,153","831,545","756,405","57,410",18.0,"56,783",17.8,"318,670","108,922","209,748",14.4,42.1,"168,389","105,601","62,788",14.0,22.3,"150,281",19.8,44.6,"38,393","38,799","71,210"
b. 5 to 9,"120,906","145,372","991,160","971,830","15,432",10.6,"14,290",9.8,"257,663","100,089","157,574",10.3,26.5,"219,002","92,954","126,048",9.6,22.5,"38,661",4.0,45.0,"8,626","8,861","57,465"
c. 10 to 19,"73,807","93,690","1,258,393","1,257,474","8,016",8.6,"7,517",8.0,"275,787","106,494","169,293",8.5,21.9,"273,949","100,521","173,428",8.0,21.8,"1,838",0.1,43.6,"4,486","4,564","60,881"
d. 20 to 49,"45,117","64,246","1,876,555","1,906,347","4,576",7.1,"4,526",7.0,"343,624","136,235","207,389",7.1,18.0,"403,208","135,291","267,917",7.1,21.2,"-59,584",-3.2,36.0,"2,496","2,539","75,095"
e. 50 to 99,"14,398","21,600","1,413,971","1,448,528","1,262",5.8,"1,309",6.0,"218,332","85,024","133,308",5.9,15.1,"287,445","89,757","197,688",6.2,19.8,"-69,113",-4.7,30.2,623,633,"43,272"
f. 100 to 249,"6,594","10,703","1,500,735","1,546,515",580,5.4,597,5.6,"205,057","83,982","121,075",5.4,13.3,"296,616","88,829","207,787",5.7,19.2,"-91,559",-5.9,26.6,257,259,"38,255"
g. 250 to 499,"1,678","2,559","808,707","843,446",100,3.9,147,5.7,"97,527","35,038","62,489",4.2,11.6,"167,005","48,716","118,289",5.8,19.8,"-69,478",-8.2,23.2,62,62,"20,368"
h. 500 to 999,678,936,"600,543","621,547",27,2.9,33,3.5,"65,320","18,314","47,006",2.9,10.5,"107,329","23,127","84,202",3.7,17.3,"-42,009",-6.8,21.0,7,7,"4,698"
i. 1000+,386,596,"1,317,994","1,385,550",23,3.9,24,4.0,"189,846","127,255","62,591",9.2,13.7,"324,958","115,114","209,844",8.3,23.5,"-135,112",-9.8,27.4,7,9,"66,423"
m. ALL,"556,864","656,855","10,599,603","10,737,642","87,426",13.3,"85,226",12.9,"1,971,826","801,353","1,170,473",7.5,18.4,"2,247,901","799,910","1,447,991",7.4,20.9,"-276,075",-2.5,36.8,"54,957","55,733","437,667"
,,1993,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"291,846","315,276","823,011","755,517","50,870",15.9,"54,861",17.2,"298,476","95,147","203,329",12.6,39.5,"163,488","100,496","62,992",13.3,21.6,"134,988",17.9,43.2,"38,072","38,312","69,845"
b. 5 to 9,"119,649","142,770","981,448","963,619","12,955",9.0,"13,632",9.5,"241,649","84,191","157,458",8.7,25.1,"205,990","88,262","117,728",9.2,21.4,"35,659",3.7,42.8,"8,388","8,556","55,154"
c. 10 to 19,"71,900","90,758","1,236,765","1,235,415","6,435",7.1,"7,352",8.1,"255,073","85,978","169,095",7.0,20.6,"252,372","98,259","154,113",8.0,20.4,"2,701",0.2,40.8,"4,140","4,209","56,138"
d. 20 to 49,"44,160","61,821","1,855,716","1,872,124","3,681",5.9,"4,458",7.2,"326,705","109,242","217,463",5.8,17.5,"359,520","133,323","226,197",7.1,19.2,"-32,815",-1.7,35.0,"2,165","2,293","67,764"
e. 50 to 99,"13,949","20,856","1,414,322","1,429,943","1,036",4.9,"1,309",6.2,"225,339","70,838","154,501",5.0,15.8,"256,580","88,387","168,193",6.2,17.9,"-31,241",-2.1,31.6,520,556,"37,283"
f. 100 to 249,"6,466","10,465","1,516,243","1,537,171",572,5.5,613,5.8,"228,783","86,493","142,290",5.6,14.9,"270,638","90,560","180,078",5.9,17.6,"-41,855",-2.7,29.8,198,202,"29,543"
g. 250 to 499,"1,641","2,512","814,170","836,116",129,5.1,128,5.1,"112,956","43,526","69,430",5.2,13.5,"156,848","44,237","112,611",5.3,18.8,"-43,892",-5.3,27.0,31,31,"10,027"
h. 500 to 999,614,876,"585,344","594,046",31,3.5,38,4.3,"75,788","21,683","54,105",3.7,12.8,"93,193","25,646","67,547",4.3,15.7,"-17,405",-2.9,25.6,9,9,"5,750"
i. 1000+,382,572,"1,299,293","1,322,023",25,4.4,21,3.7,"148,632","72,424","76,208",5.5,11.2,"194,093","48,636","145,457",3.7,14.7,"-45,461",-3.5,22.4,3,3,"6,098"
m. ALL,"550,607","645,906","10,526,312","10,545,974","75,734",11.6,"82,412",12.7,"1,913,401","669,522","1,243,879",6.3,18.1,"1,952,722","717,806","1,234,916",6.8,18.5,"-39,321",-0.4,36.2,"53,526","54,171","337,602"
,,1994,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"293,372","316,273","794,503","736,361","52,995",16.7,"52,598",16.6,"275,340","99,252","176,088",13.5,37.4,"159,055","96,928","62,127",13.2,21.6,"116,285",15.8,43.2,"36,219","36,358","66,603"
b. 5 to 9,"117,986","140,730","954,215","940,091","13,310",9.5,"12,934",9.2,"224,472","86,727","137,745",9.2,23.9,"196,223","84,259","111,964",9.0,20.9,"28,249",3.0,41.8,"8,052","8,145","52,962"
c. 10 to 19,"71,338","89,837","1,224,488","1,217,226","7,306",8.1,"7,119",7.9,"253,804","98,280","155,524",8.1,20.9,"239,280","95,484","143,796",7.8,19.7,"14,524",1.2,39.4,"3,957","3,976","52,814"
d. 20 to 49,"43,441","61,427","1,856,084","1,852,260","4,819",7.8,"4,670",7.6,"350,994","143,442","207,552",7.7,18.9,"343,346","139,988","203,358",7.6,18.5,"7,648",0.4,37.0,"2,244","2,289","67,834"
e. 50 to 99,"13,973","20,947","1,427,905","1,427,845","1,275",6.1,"1,157",5.5,"227,733","86,468","141,265",6.1,15.9,"227,613","77,802","149,811",5.4,15.9,120,0.0,31.8,521,533,"35,417"
f. 100 to 249,"6,519","10,695","1,555,829","1,565,780",605,5.7,490,4.6,"224,156","91,017","133,139",5.8,14.3,"244,057","73,058","170,999",4.7,15.6,"-19,901",-1.3,28.6,184,205,"30,366"
g. 250 to 499,"1,636","2,499","809,654","828,860",129,5.2,132,5.3,"103,646","45,173","58,473",5.5,12.5,"142,058","44,101","97,957",5.3,17.1,"-38,412",-4.6,25.0,55,55,"18,011"
h. 500 to 999,633,886,"575,916","589,283",26,2.9,24,2.7,"56,723","16,274","40,449",2.8,9.6,"83,458","15,732","67,726",2.7,14.2,"-26,735",-4.6,19.2,7,7,"4,682"
i. 1000+,398,596,"1,265,309","1,327,679",16,2.7,22,3.7,"86,799","34,918","51,881",2.6,6.5,"211,541","58,379","153,162",4.4,15.9,"-124,742",-9.4,13.0,9,9,"32,713"
m. ALL,"549,296","643,890","10,463,903","10,485,385","80,481",12.5,"79,146",12.3,"1,803,667","701,551","1,102,116",6.7,17.2,"1,846,631","685,731","1,160,900",6.5,17.6,"-42,964",-0.4,34.4,"51,248","51,577","361,402"
,,1995,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"297,756","320,845","804,224","739,404","54,791",17.1,"50,029",15.6,"278,751","102,165","176,586",13.8,37.7,"149,111","91,029","58,082",12.3,20.2,"129,640",17.5,40.4,"34,921","35,126",D
b. 5 to 9,"117,715","140,353","967,647","941,173","14,017",10.0,"12,111",8.7,"234,528","91,299","143,229",9.7,24.9,"181,580","78,817","102,763",8.4,19.3,"52,948",5.6,38.6,"7,708","7,750","50,328"
c. 10 to 19,"70,688","89,535","1,250,381","1,221,727","7,422",8.3,"6,327",7.1,"267,167","100,219","166,948",8.2,21.9,"209,859","84,321","125,538",6.9,17.2,"57,308",4.7,34.4,"3,786","3,834","50,938"
d. 20 to 49,"43,621","61,882","1,906,271","1,883,126","4,199",6.8,"3,801",6.2,"346,708","125,470","221,238",6.7,18.4,"300,417","112,291","188,126",6.0,16.0,"46,291",2.4,32.0,"1,999","2,016","59,030"
e. 50 to 99,"14,054","21,263","1,469,156","1,455,357","1,258",6.0,992,4.7,"234,760","85,729","149,031",5.9,16.1,"207,162","67,355","139,807",4.6,14.2,"27,598",1.9,28.4,419,419,"28,103"
f. 100 to 249,"6,720","10,908","1,622,331","1,617,996",544,5.0,435,4.0,"231,920","81,326","150,594",5.0,14.3,"223,250","65,303","157,947",4.0,13.8,"8,670",0.5,27.6,184,185,"26,885"
g. 250 to 499,"1,704","2,581","862,712","864,578",122,4.8,96,3.7,"116,639","40,545","76,094",4.7,13.5,"120,370","32,128","88,242",3.7,13.9,"-3,731",-0.4,27.0,30,30,"10,321"
h. 500 to 999,630,877,"584,986","590,354",27,3.1,21,2.4,"58,337","19,122","39,215",3.2,9.9,"69,074","13,492","55,582",2.3,11.7,"-10,737",-1.8,19.8,6,6,"4,041"
i. 1000+,388,573,"1,306,486","1,301,308",11,1.9,11,1.9,"113,708","22,811","90,897",1.8,8.7,"103,352","17,427","85,925",1.3,7.9,"10,356",0.8,15.8,2,2,D
m. ALL,"553,276","648,817","10,774,194","10,615,023","82,391",12.8,"73,823",11.4,"1,882,518","668,686","1,213,832",6.3,17.7,"1,564,175","562,163","1,002,012",5.3,14.7,"318,343",3.0,29.4,"49,055","49,368","296,392"
,,1996,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"301,383","324,215","821,681","748,522","55,691",17.3,"49,368",15.3,"291,571","104,113","187,458",13.9,39.0,"145,252","90,305","54,947",12.1,19.4,"146,319",19.6,38.8,"34,038","34,041","61,947"
b. 5 to 9,"118,149","140,385","969,349","941,474","13,916",10.0,"11,963",8.6,"233,314","90,387","142,927",9.6,24.8,"177,564","78,190","99,374",8.3,18.9,"55,750",5.9,37.8,"7,653","7,654","49,896"
c. 10 to 19,"71,574","90,781","1,258,149","1,235,629","7,379",8.2,"6,339",7.0,"259,222","98,845","160,377",8.0,21.0,"214,182","84,891","129,291",6.9,17.3,"45,040",3.7,34.6,"3,836","3,836","50,991"
d. 20 to 49,"44,880","63,647","1,942,787","1,927,577","4,379",6.9,"3,954",6.2,"347,610","131,940","215,670",6.8,18.0,"317,190","117,895","199,295",6.1,16.5,"30,420",1.5,33.0,"2,065","2,066","60,918"
e. 50 to 99,"14,590","21,722","1,502,353","1,493,031","1,297",6.0,"1,155",5.3,"245,821","88,547","157,274",5.9,16.5,"227,177","79,327","147,850",5.3,15.2,"18,644",1.3,30.4,493,494,"33,138"
f. 100 to 249,"7,114","11,357","1,676,119","1,683,269",592,5.2,568,5.0,"250,997","86,948","164,049",5.2,14.9,"265,297","83,526","181,771",5.0,15.8,"-14,300",-0.9,29.8,196,196,"28,321"
g. 250 to 499,"1,713","2,629","866,385","876,299",141,5.4,119,4.6,"124,778","46,021","78,757",5.3,14.2,"144,605","39,540","105,065",4.5,16.5,"-19,827",-2.3,28.4,42,42,"13,348"
h. 500 to 999,662,954,"620,933","633,227",30,3.1,33,3.5,"68,883","21,600","47,283",3.4,10.9,"93,471","22,549","70,922",3.6,14.8,"-24,588",-3.9,21.8,8,8,"5,493"
i. 1000+,397,589,"1,305,107","1,335,118",14,2.4,19,3.2,"120,886","19,283","101,603",1.4,9.1,"180,910","75,594","105,316",5.7,13.6,"-60,024",-4.5,18.2,3,3,"5,185"
m. ALL,"560,462","656,279","10,962,863","10,874,146","83,439",12.8,"73,518",11.3,"1,943,082","687,684","1,255,398",6.3,17.9,"1,765,648","671,817","1,093,831",6.2,16.2,"177,434",1.7,32.4,"48,334","48,340","309,237"
,,1997,,,,,,,,,,,,,,,,,,,,,,
