b. 5 to 9,"43,011","49,922","351,263","335,956","5,523",11.2,"4,261",8.6,"90,091","35,945","54,146",10.7,26.8,"59,477","27,769","31,708",8.3,17.7,"30,614",9.1,35.4,"2,500","2,513","16,331"
c. 10 to 19,"26,631","31,648","442,689","431,437","2,853",9.1,"2,338",7.4,"96,198","37,877","58,321",8.8,22.3,"73,694","31,240","42,454",7.2,17.1,"22,504",5.2,34.2,"1,253","1,271","16,856"
d. 20 to 49,"16,796","21,017","649,011","638,940","1,704",8.2,"1,438",6.9,"127,126","52,014","75,112",8.1,19.9,"106,984","43,559","63,425",6.8,16.7,"20,142",3.2,33.4,648,650,"19,278"
e. 50 to 99,"6,107","7,858","539,468","540,399",523,6.6,543,6.9,"85,372","35,339","50,033",6.5,15.8,"87,234","36,855","50,379",6.8,16.1,"-1,862",-0.3,31.6,182,185,"12,330"
f. 100 to 249,"3,266","4,592","681,832","691,314",241,5.2,282,6.1,"87,748","36,182","51,566",5.2,12.7,"106,711","41,182","65,529",6.0,15.4,"-18,963",-2.7,25.4,74,74,"10,852"
g. 250 to 499,871,"1,140","373,613","382,126",60,5.3,63,5.5,"43,056","20,057","22,999",5.2,11.3,"60,082","21,056","39,026",5.5,15.7,"-17,026",-4.4,22.6,11,11,"3,647"
h. 500 to 999,380,463,"307,064","318,799",12,2.6,24,5.2,"24,533","7,616","16,917",2.4,7.7,"48,003","17,225","30,778",5.4,15.1,"-23,470",-7.4,15.4,1,1,D
i. 1000+,227,281,"589,329","627,836",2,0.7,15,5.2,"25,356",D,D,D,4.0,"102,371","25,349","77,022",4.0,16.3,"-77,015",-12.3,8.0,4,4,"4,768"
m. ALL,"202,014","228,989","4,229,441","4,231,588","30,912",13.6,"24,873",11.0,"687,425","265,610","421,815",6.3,16.2,"691,719","274,319","417,400",6.5,16.3,"-4,294",-0.1,32.4,"15,416","15,491","104,984"
,,1988,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"103,539","111,325","290,347","263,426","18,125",16.4,"16,023",14.5,"100,592","34,718","65,874",13.2,38.2,"46,749","28,877","17,872",11.0,17.7,"53,843",20.5,35.4,"11,123","11,123","19,924"
b. 5 to 9,"43,850","51,164","357,053","343,275","4,956",9.8,"3,699",7.3,"85,683","32,596","53,087",9.5,25.0,"58,126","24,130","33,996",7.0,16.9,"27,557",8.1,33.8,"2,367","2,367","15,337"
c. 10 to 19,"27,645","32,956","458,033","445,987","2,680",8.2,"2,036",6.2,"96,324","35,385","60,939",7.9,21.6,"72,232","27,061","45,171",6.1,16.2,"24,092",5.4,32.4,"1,204","1,204","15,909"
d. 20 to 49,"17,152","21,539","668,648","656,939","1,501",7.0,"1,254",5.9,"124,212","45,098","79,114",6.9,18.9,"100,793","37,756","63,037",5.7,15.3,"23,419",3.6,30.6,604,604,"17,730"
e. 50 to 99,"6,021","7,972","556,570","548,013",557,7.0,428,5.4,"96,605","38,721","57,884",7.1,17.6,"79,491","29,239","50,252",5.3,14.5,"17,114",3.1,29.0,136,136,"9,229"
f. 100 to 249,"3,088","4,437","674,398","667,434",269,6.1,217,4.9,"106,696","40,493","66,203",6.1,16.0,"92,768","32,929","59,839",4.9,13.9,"13,928",2.1,27.8,52,52,"7,248"
g. 250 to 499,885,"1,138","388,187","385,154",69,6.1,52,4.6,"58,859","22,721","36,138",5.9,15.3,"52,792","18,009","34,783",4.7,13.7,"6,067",1.6,27.4,9,9,"2,948"
h. 500 to 999,389,471,"332,884","328,042",19,4.0,18,3.8,"43,929","12,884","31,045",3.9,13.4,"34,244","12,449","21,795",3.8,10.4,"9,685",3.0,20.8,4,4,"2,876"
i. 1000+,224,276,"609,215","603,355",11,4.0,5,1.8,"54,976","17,967","37,009",3.0,9.1,"43,257","7,832","35,425",1.3,7.2,"11,719",1.9,14.4,3,3,"4,718"
m. ALL,"202,793","231,278","4,335,335","4,241,625","28,187",12.3,"23,732",10.3,"767,876","280,583","487,293",6.6,18.1,"580,452","218,282","362,170",5.1,13.7,"187,424",4.4,27.4,"15,502","15,502","95,919"
,,1989,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"104,438","112,339","296,074","268,280","17,702",15.9,"15,807",14.2,"102,857","33,845","69,012",12.6,38.3,"47,268","29,755","17,513",11.1,17.6,"55,589",20.7,35.2,"10,541","10,618","19,926"
b. 5 to 9,"44,581","52,364","366,208","352,605","4,895",9.5,"3,797",7.3,"85,301","32,049","53,252",9.1,24.2,"58,094","24,739","33,355",7.0,16.5,"27,207",7.7,33.0,"2,403","2,452","15,823"
c. 10 to 19,"28,072","33,694","469,102","456,822","2,692",8.1,"2,115",6.3,"95,228","35,869","59,359",7.9,20.8,"70,668","28,002","42,666",6.1,15.5,"24,560",5.3,31.0,"1,358","1,377","18,198"
d. 20 to 49,"17,633","22,294","696,262","679,523","1,624",7.4,"1,198",5.4,"128,566","48,605","79,961",7.2,18.9,"95,088","36,068","59,020",5.3,14.0,"33,478",4.9,28.0,661,677,"19,895"
e. 50 to 99,"6,185","8,205","572,215","564,601",513,6.3,406,5.0,"92,210","34,670","57,540",6.1,16.3,"76,982","27,818","49,164",4.9,13.6,"15,228",2.7,27.2,201,203,"13,670"
f. 100 to 249,"3,249","4,754","714,288","708,702",295,6.3,199,4.2,"105,798","45,845","59,953",6.5,14.9,"94,626","30,181","64,445",4.3,13.4,"11,172",1.5,26.8,78,78,"11,774"
g. 250 to 499,882,"1,161","389,925","387,327",77,6.7,44,3.9,"55,492","25,937","29,555",6.7,14.3,"50,295","14,764","35,531",3.8,13.0,"5,197",1.3,26.0,23,23,"7,604"
h. 500 to 999,430,521,"355,112","352,629",22,4.3,12,2.3,"39,034","15,040","23,994",4.3,11.1,"34,069","8,450","25,619",2.4,9.7,"4,965",1.4,19.4,1,1,D
i. 1000+,244,299,"627,568","642,708",9,3.0,6,2.0,"48,429","19,092","29,337",3.0,7.5,"78,709","9,458","69,251",1.5,12.2,"-30,280",-4.7,15.0,2,2,D
m. ALL,"205,714","235,631","4,486,754","4,413,197","27,829",11.9,"23,584",10.1,"752,915","290,952","461,963",6.6,17.1,"605,799","209,235","396,564",4.7,13.7,"147,116",3.4,27.4,"15,268","15,431","109,977"
,,1990,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"106,051","114,099","298,797","269,566","18,073",16.1,"14,061",12.5,"102,929","34,604","68,325",12.8,38.2,"44,467","26,232","18,235",9.7,16.5,"58,462",21.7,33.0,"9,917","9,930","18,510"
b. 5 to 9,"45,253","53,070","369,457","356,666","4,767",9.1,"3,663",7.0,"84,289","31,157","53,132",8.7,23.6,"58,706","23,904","34,802",6.7,16.5,"25,583",7.1,33.0,"2,375","2,379","15,539"
c. 10 to 19,"28,743","34,645","478,172","469,014","2,500",7.3,"2,060",6.0,"92,970","33,303","59,667",7.1,19.8,"74,653","27,647","47,006",5.9,15.9,"18,317",3.9,31.8,"1,232","1,245","16,559"
d. 20 to 49,"18,162","23,046","703,867","699,327","1,393",6.1,"1,230",5.4,"113,812","41,845","71,967",6.0,16.3,"104,732","37,040","67,692",5.3,15.0,"9,080",1.3,30.0,669,674,"19,910"
e. 50 to 99,"6,404","8,436","577,225","577,809",423,5.0,415,4.9,"79,870","28,594","51,276",4.9,13.8,"81,038","28,109","52,929",4.9,14.0,"-1,168",-0.2,27.6,164,165,D
f. 100 to 249,"3,365","4,962","737,084","734,993",238,4.8,166,3.4,"93,695","36,434","57,261",5.0,12.7,"89,512","24,689","64,823",3.4,12.2,"4,183",0.5,24.4,74,74,"11,266"
g. 250 to 499,972,"1,243","413,642","413,164",58,4.7,34,2.8,"49,140","19,686","29,454",4.8,11.9,"48,184","11,498","36,686",2.8,11.7,956,0.2,23.4,15,15,"4,896"
h. 500 to 999,435,535,"354,154","357,261",14,2.6,10,1.9,"30,987","10,125","20,862",2.8,8.7,"37,201","7,666","29,535",2.1,10.4,"-6,214",-1.7,17.4,1,1,D
i. 1000+,254,312,"657,781","658,160",4,1.3,0,0.0,"45,602","10,737","34,865",1.6,6.9,"46,360",0,"46,360",0.0,7.0,-758,-0.1,13.8,,,
m. ALL,"209,639","240,348","4,590,179","4,535,960","27,470",11.5,"21,639",9.1,"693,294","246,485","446,809",5.4,15.3,"584,853","186,785","398,068",4.1,12.9,"108,441",2.4,25.8,"14,447","14,483","98,264"
,,1991,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"107,397","115,401","294,821","270,612","17,738",15.5,"15,331",13.4,"97,256","33,614","63,642",12.4,35.9,"48,837","28,644","20,193",10.6,18.0,"48,419",17.9,36.0,"9,792","9,848","18,532"
b. 5 to 9,"46,260","54,683","370,900","362,162","5,189",9.6,"3,865",7.2,"82,542","34,259","48,283",9.5,22.8,"65,065","25,342","39,723",7.0,18.0,"17,477",4.8,36.0,"2,430","2,449","16,068"
c. 10 to 19,"29,333","35,678","478,729","474,260","2,926",8.3,"2,154",6.1,"91,803","39,142","52,661",8.3,19.4,"82,864","28,510","54,354",6.0,17.5,"8,939",1.9,35.0,"1,262","1,280","16,994"
d. 20 to 49,"18,649","23,930","710,355","712,609","1,668",7.0,"1,282",5.4,"115,183","49,806","65,377",7.0,16.2,"119,690","38,382","81,308",5.4,16.8,"-4,507",-0.6,32.4,733,760,"22,290"
e. 50 to 99,"6,472","8,553","566,649","573,794",532,6.2,460,5.4,"78,856","35,693","43,163",6.2,13.7,"93,146","30,912","62,234",5.4,16.2,"-14,290",-2.5,27.4,212,213,"14,505"
f. 100 to 249,"3,415","5,048","731,939","744,635",228,4.5,220,4.4,"85,243","34,554","50,689",4.6,11.4,"110,635","32,481","78,154",4.4,14.9,"-25,392",-3.5,22.8,88,88,"13,197"
g. 250 to 499,976,"1,276","409,242","418,422",47,3.7,32,2.5,"40,263","16,008","24,255",3.8,9.6,"58,622","9,924","48,698",2.4,14.0,"-18,359",-4.4,19.2,13,13,"3,947"
h. 500 to 999,426,528,"331,433","342,595",16,3.0,13,2.5,"25,843","11,018","14,825",3.2,7.5,"48,166","8,300","39,866",2.4,14.1,"-22,323",-6.6,15.0,2,2,D
i. 1000+,260,320,"678,916","680,205",8,2.5,7,2.2,"55,413","18,398","37,015",2.7,8.1,"57,990","9,053","48,937",1.3,8.5,"-2,577",-0.4,16.2,2,2,D
m. ALL,"213,188","245,417","4,572,984","4,579,294","28,352",11.7,"23,364",9.6,"672,402","272,492","399,910",6.0,14.7,"685,015","211,548","473,467",4.6,15.0,"-12,613",-0.3,29.4,"14,534","14,655","109,446"
,,1992,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"109,757","117,806","311,938","281,112","18,708",16.0,"16,101",13.8,"111,569","35,340","76,229",12.6,39.7,"49,916","29,985","19,931",10.7,17.8,"61,653",21.9,35.6,"10,510","10,653",D
b. 5 to 9,"46,521","55,477","381,371","371,832","5,005",9.1,"4,242",7.7,"87,247","32,791","54,456",8.8,23.5,"68,169","27,783","40,386",7.5,18.3,"19,078",5.2,36.6,"2,519","2,552","16,708"
c. 10 to 19,"29,072","35,905","488,519","482,598","2,746",7.7,"2,222",6.2,"97,681","36,289","61,392",7.5,20.2,"85,839","29,651","56,188",6.1,17.8,"11,842",2.4,35.6,"1,227","1,237","16,580"
d. 20 to 49,"18,120","23,721","717,504","718,397","1,423",6.0,"1,363",5.7,"120,788","42,598","78,190",5.9,16.8,"122,574","40,827","81,747",5.7,17.1,"-1,786",-0.3,33.6,697,722,"21,250"
e. 50 to 99,"6,305","8,495","571,854","574,351",464,5.5,396,4.7,"87,272","31,634","55,638",5.5,15.2,"92,266","26,972","65,294",4.7,16.1,"-4,994",-0.9,30.4,160,160,"10,635"
f. 100 to 249,"3,284","4,980","751,050","749,258",232,4.7,211,4.2,"111,096","33,682","77,414",4.5,14.8,"107,512","31,232","76,280",4.2,14.3,"3,584",0.5,28.6,78,81,"11,606"
g. 250 to 499,937,"1,236","404,421","414,022",44,3.6,43,3.5,"39,762","14,587","25,175",3.5,9.6,"58,964","14,601","44,363",3.5,14.2,"-19,202",-4.6,19.2,13,13,"3,809"
h. 500 to 999,399,484,"315,677","321,251",11,2.3,11,2.3,"29,253","7,853","21,400",2.4,9.1,"40,401","7,885","32,516",2.5,12.6,"-11,148",-3.5,18.2,3,3,"1,896"
i. 1000+,252,313,"664,284","667,801",9,2.9,5,1.6,"70,891","38,774","32,117",5.8,10.6,"77,924","16,976","60,948",2.5,11.7,"-7,033",-1.1,21.2,2,2,D
m. ALL,"214,647","248,417","4,606,618","4,580,622","28,642",11.6,"24,594",10.0,"755,559","273,548","482,011",6.0,16.5,"703,565","225,912","477,653",4.9,15.4,"51,994",1.1,30.8,"15,209","15,423","109,135"
,,1993,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"112,521","120,500","309,202","282,772","18,111",15.2,"15,435",12.9,"100,687","33,507","67,180",11.8,35.6,"47,827","28,205","19,622",10.0,16.9,"52,860",18.7,33.8,"10,555","10,586",D
b. 5 to 9,"47,079","55,799","385,095","375,045","4,403",7.9,"3,705",6.7,"82,387","28,703","53,684",7.7,22.0,"62,287","24,194","38,093",6.5,16.6,"20,100",5.4,33.2,"2,279","2,291","14,883"
c. 10 to 19,"29,163","35,756","490,150","484,798","2,129",6.0,"2,043",5.7,"87,713","28,136","59,577",5.8,18.1,"77,008","26,965","50,043",5.6,15.9,"10,705",2.2,31.8,"1,225","1,239","16,377"
d. 20 to 49,"18,300","23,742","728,763","724,305","1,227",5.2,"1,179",5.0,"115,893","36,465","79,428",5.0,16.0,"106,977","35,152","71,825",4.9,14.8,"8,916",1.2,29.6,579,583,"17,170"
e. 50 to 99,"6,264","8,383","576,886","575,615",361,4.3,366,4.4,"82,136","24,929","57,207",4.3,14.3,"79,594","25,253","54,341",4.4,13.8,"2,542",0.5,27.6,127,132,"8,796"
f. 100 to 249,"3,270","4,994","746,107","746,586",206,4.1,186,3.7,"97,016","31,021","65,995",4.2,13.0,"97,974","27,728","70,246",3.7,13.1,-958,-0.1,26.0,52,57,"8,880"
g. 250 to 499,912,"1,224","400,994","408,894",50,4.1,52,4.3,"46,565","17,343","29,222",4.2,11.4,"62,365","18,234","44,131",4.5,15.3,"-15,800",-3.9,22.8,11,11,"3,737"
h. 500 to 999,415,505,"332,762","333,052",17,3.4,11,2.2,"32,198","13,092","19,106",3.9,9.7,"32,780","6,781","25,999",2.0,9.8,-582,-0.1,19.4,1,1,D
i. 1000+,251,310,"653,415","679,940",8,2.6,8,2.6,"52,204","21,086","31,118",3.1,7.7,"105,254","12,821","92,433",1.9,15.5,"-53,050",-7.8,15.4,,,
m. ALL,"218,175","251,213","4,623,374","4,611,007","26,512",10.6,"22,985",9.2,"696,799","234,282","462,517",5.1,15.1,"672,066","205,333","466,733",4.5,14.6,"24,733",0.5,29.2,"14,829","14,900","89,880"
,,1994,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"114,677","123,020","312,818","285,942","18,891",15.5,"15,421",12.7,"102,932","34,915","68,017",12.2,36.0,"49,179","28,441","20,738",9.9,17.2,"53,753",18.8,34.4,"10,724","10,745",D
b. 5 to 9,"47,540","56,281","386,345","376,912","4,428",7.9,"3,715",6.6,"80,641","28,817","51,824",7.6,21.4,"61,775","24,248","37,527",6.4,16.4,"18,866",5.0,32.8,"2,349","2,353","15,325"
c. 10 to 19,"29,542","36,203","496,599","489,802","2,296",6.4,"2,006",5.6,"88,864","30,473","58,391",6.2,18.1,"75,270","26,867","48,403",5.5,15.4,"13,594",2.7,30.8,"1,105","1,114","14,866"
d. 20 to 49,"18,514","24,157","744,873","734,031","1,360",5.7,"1,098",4.6,"121,283","41,658","79,625",5.7,16.5,"99,598","33,027","66,571",4.5,13.6,"21,685",2.9,27.2,564,567,"16,805"
e. 50 to 99,"6,388","8,604","600,547","592,790",450,5.3,336,3.9,"90,551","30,778","59,773",5.2,15.3,"75,037","22,806","52,231",3.8,12.7,"15,514",2.6,25.4,134,134,"8,821"
f. 100 to 249,"3,354","5,059","762,292","759,426",241,4.8,198,3.9,"97,869","36,245","61,624",4.8,12.9,"92,136","29,597","62,539",3.9,12.1,"5,733",0.8,24.2,70,70,"10,409"
g. 250 to 499,934,"1,232","417,541","417,122",50,4.1,44,3.6,"51,999","17,318","34,681",4.2,12.5,"51,160","15,059","36,101",3.6,12.3,839,0.2,24.6,13,14,"4,684"
h. 500 to 999,437,526,"345,174","350,596",16,3.0,17,3.2,"32,210","10,584","21,626",3.0,9.2,"43,055","11,684","31,371",3.3,12.3,"-10,845",-3.1,18.4,6,6,"3,664"
i. 1000+,253,305,"668,485","669,591",3,1.0,4,1.3,"46,474","14,192","32,282",2.1,6.9,"48,685","5,781","42,904",0.9,7.3,"-2,211",-0.4,13.8,1,1,D
m. ALL,"221,639","255,387","4,734,674","4,676,212","27,735",11.0,"22,839",9.0,"712,823","244,980","467,843",5.2,15.2,"595,895","197,510","398,385",4.2,12.7,"116,928",2.5,25.4,"14,966","15,004","96,209"
,,1995,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"117,347","125,927","314,724","288,565","19,486",15.7,"15,695",12.6,"100,767","35,875","64,892",12.4,34.9,"48,448","28,462","19,986",9.9,16.8,"52,319",18.1,33.6,"10,830","10,859",D
b. 5 to 9,"47,465","56,209","388,554","377,038","4,678",8.4,"3,712",6.7,"83,180","30,525","52,655",8.1,22.1,"60,148","24,338","35,810",6.5,16.0,"23,032",6.1,32.0,"2,256","2,265","14,668"
c. 10 to 19,"29,934","36,920","510,052","501,024","2,488",6.8,"2,150",5.8,"94,000","33,330","60,670",6.7,18.8,"75,944","28,782","47,162",5.7,15.2,"18,056",3.6,30.4,"1,186","1,204","15,970"
d. 20 to 49,"18,855","24,754","770,774","756,056","1,504",6.1,"1,186",4.8,"128,762","44,936","83,826",5.9,17.0,"99,326","35,754","63,572",4.7,13.1,"29,436",3.9,26.2,576,576,"17,012"
e. 50 to 99,"6,498","8,761","619,272","609,111",454,5.2,382,4.4,"94,674","31,518","63,156",5.2,15.5,"74,351","25,617","48,734",4.2,12.2,"20,323",3.3,24.4,135,136,"9,232"
f. 100 to 249,"3,502","5,282","800,438","790,825",261,5.0,164,3.1,"104,232","39,379","64,853",5.0,13.2,"85,006","24,015","60,991",3.0,10.7,"19,226",2.5,21.4,59,62,"9,115"
g. 250 to 499,991,"1,287","437,487","433,026",60,4.7,39,3.1,"59,100","19,820","39,280",4.6,13.6,"50,177","13,576","36,601",3.1,11.6,"8,923",2.0,23.2,12,12,"3,909"
h. 500 to 999,447,552,"366,947","366,430",22,4.0,14,2.6,"44,680","15,189","29,491",4.1,12.2,"43,645","9,217","34,428",2.5,11.9,"1,035",0.3,23.8,7,7,"4,701"
i. 1000+,250,313,"666,824","680,991",6,1.9,5,1.6,"37,575","7,816","29,759",1.1,5.5,"65,909","8,070","57,839",1.2,9.7,"-28,334",-4.2,11.0,2,2,D
m. ALL,"225,289","260,005","4,875,072","4,803,066","28,959",11.2,"23,347",9.1,"746,970","258,388","488,582",5.4,15.6,"602,954","197,831","405,123",4.1,12.6,"144,016",3.0,25.2,"15,063","15,123","97,711"
,,1996,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"118,009","126,599","309,995","287,433","19,412",15.5,"16,932",13.5,"96,020","35,795","60,225",12.5,33.4,"50,895","30,489","20,406",10.6,17.7,"45,125",15.7,35.4,"11,504","11,504","20,732"
b. 5 to 9,"48,092","56,996","387,272","380,322","4,568",8.1,"4,002",7.1,"79,071","29,743","49,328",7.8,20.8,"65,171","26,118","39,053",6.9,17.1,"13,900",3.7,34.2,"2,456","2,456","15,942"
c. 10 to 19,"30,211","37,362","507,866","503,485","2,478",6.7,"2,228",6.0,"89,243","33,124","56,119",6.6,17.7,"80,481","29,836","50,645",5.9,16.0,"8,762",1.7,32.0,"1,215","1,215","16,064"
d. 20 to 49,"19,431","25,534","773,870","769,719","1,623",6.4,"1,320",5.2,"123,552","49,482","74,070",6.4,16.1,"115,250","39,672","75,578",5.2,15.0,"8,302",1.1,30.0,595,595,"17,519"
e. 50 to 99,"6,822","9,071","623,111","620,428",483,5.4,363,4.0,"89,426","33,097","56,329",5.3,14.4,"84,059","24,951","59,108",4.0,13.5,"5,367",0.9,27.0,130,130,"8,930"
f. 100 to 249,"3,705","5,547","828,213","825,468",238,4.3,187,3.4,"107,734","34,802","72,932",4.2,13.1,"102,243","27,625","74,618",3.3,12.4,"5,491",0.7,24.8,54,54,"7,686"
g. 250 to 499,"1,068","1,406","458,726","467,173",49,3.5,40,2.9,"47,775","16,093","31,682",3.4,10.2,"64,669","13,601","51,068",2.9,13.8,"-16,894",-3.6,20.4,11,11,"3,887"
h. 500 to 999,455,546,"364,136","366,292",20,3.7,12,2.2,"35,411","13,638","21,773",3.7,9.7,"39,722","7,591","32,131",2.1,10.8,"-4,311",-1.1,19.4,2,2,D
i. 1000+,249,311,"679,179","684,192",5,1.6,3,1.0,"58,740","15,623","43,117",2.3,8.6,"68,765","6,455","62,310",0.9,10.1,"-10,025",-1.5,17.2,1,1,D
m. ALL,"228,042","263,372","4,932,368","4,904,512","28,876",11.0,"25,087",9.6,"726,972","261,397","465,575",5.3,14.8,"671,255","206,338","464,917",4.2,13.7,"55,717",1.1,27.4,"15,968","15,968","93,605"
,,1997,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"119,365","128,505","322,272","295,820","20,167",15.8,"18,123",14.2,"106,482","37,470","69,012",12.7,36.0,"53,577","33,009","20,568",11.2,18.1,"52,905",17.9,36.2,"11,756","11,756","21,244"
b. 5 to 9,"48,241","57,455","396,389","386,011","5,162",9.0,"4,512",7.9,"89,629","33,739","55,890",8.7,23.2,"68,873","29,441","39,432",7.6,17.8,"20,756",5.4,35.6,"2,615","2,615","16,947"
c. 10 to 19,"30,530","37,981","524,639","514,978","2,910",7.7,"2,525",6.7,"105,547","38,729","66,818",7.5,20.5,"86,224","33,550","52,674",6.5,16.7,"19,323",3.8,33.4,"1,269","1,269","16,808"
d. 20 to 49,"19,458","25,621","805,582","789,529","1,685",6.6,"1,519",5.9,"152,161","50,532","101,629",6.4,19.3,"120,055","45,200","74,855",5.7,15.2,"32,106",4.1,30.4,679,679,"19,565"
e. 50 to 99,"6,847","9,021","629,679","625,469",478,5.3,496,5.5,"99,345","33,185","66,160",5.3,15.9,"90,924","33,743","57,181",5.4,14.5,"8,421",1.4,29.0,178,178,"12,002"
f. 100 to 249,"3,650","5,570","835,008","833,821",301,5.4,264,4.8,"121,015","45,681","75,334",5.5,14.5,"118,640","40,748","77,892",4.9,14.2,"2,375",0.3,28.4,69,69,"10,343"
