year2,state,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1984,12,e) 4,13764,14222,119036,115822,1154,7.8,2289,15.5,31793,7950,23843,6.9,27.4,25365,13182,12183,11.4,21.9,6428,5.5,43.8,0,1738,1740,10324
1984,12,f) 5,11969,12645,120671,116771,1124,8.7,1705,13.2,30974,8316,22658,7.1,26.5,23174,10118,13056,8.7,19.8,7800,6.7,39.6,0,1240,1244,7359
1984,12,g) 6 to 10,21632,25045,255939,251922,1380,5.4,2899,11.2,54481,11117,43364,4.4,21.6,46446,17728,28718,7,18.4,8035,3.2,36.8,0,1882,1887,10687
1984,12,l) Left Censored,67588,103282,2331039,2270162,5738,5.5,7995,7.7,398172,126030,272142,5.6,17.5,276419,89440,186979,3.9,12.2,121753,5.3,24.4,0,4076,4144,27429
1984,13,a) 0,13054,13162,73336,36741,13109,199.2,0,0,73191,73191,0,199.2,199.2,0,0,0,0,0,73191,199.2,0,0,,,
1984,13,b) 1,8294,8388,60260,58170,50,0.5,2414,25.1,20519,786,19733,1.4,35.3,16338,10679,5659,18.4,28.1,4181,7.2,56.2,0,1810,1810,8203
1984,13,c) 2,6759,7087,64493,63982,249,3.2,1448,18.8,15870,1980,13890,3.1,24.8,14847,8753,6094,13.7,23.2,1023,1.6,46.4,0,1097,1098,6251
1984,13,d) 3,5839,6108,59027,58821,231,3.6,1008,15.5,13848,2046,11802,3.5,23.5,13436,6833,6603,11.6,22.8,412,0.7,45.6,0,730,734,5148
1984,13,e) 4,5206,5544,51590,50099,259,4.5,808,13.9,11492,1198,10294,2.4,22.9,8510,4286,4224,8.6,17,2982,5.9,34,0,579,580,3157
1984,13,f) 5,4861,5178,49514,48273,248,4.6,732,13.5,12018,2241,9777,4.6,24.9,9535,4362,5173,9,19.8,2483,5.1,39.6,0,493,502,2714
1984,13,g) 6 to 10,9416,10798,118197,115055,467,4.2,1199,10.8,25121,3454,21667,3,21.8,18837,7616,11221,6.6,16.4,6284,5.4,32.8,0,732,732,4612
1984,13,l) Left Censored,37515,56572,1456327,1420289,2535,4.4,4360,7.6,217240,56599,160641,4,15.3,145163,48836,96327,3.4,10.2,72077,5.1,20.4,0,2088,2102,15134
1984,15,a) 0,1802,1818,9409,4719,1807,198.8,0,0,9380,9380,0,198.8,198.8,0,0,0,0,0,9380,198.8,0,0,,,
1984,15,b) 1,1654,1675,11500,11720,17,0.9,491,25.5,2840,130,2710,1.1,24.2,3279,1898,1381,16.2,28,-439,-3.8,48.4,0,351,351,1443
1984,15,c) 2,1444,1481,10840,11266,51,3.2,314,19.4,2416,365,2051,3.2,21.4,3267,2017,1250,17.9,29,-851,-7.6,42.8,0,235,241,1525
1984,15,d) 3,1366,1441,16070,16242,51,3.3,229,15,2389,278,2111,1.7,14.7,2733,1136,1597,7,16.8,-344,-2.1,29.4,0,161,161,925
1984,15,e) 4,1174,1263,11354,11247,51,3.8,208,15.5,2283,326,1957,2.9,20.3,2068,1022,1046,9.1,18.4,215,1.9,36.8,0,144,144,705
1984,15,f) 5,1075,1160,11473,11618,50,4.1,150,12.4,2005,468,1537,4,17.3,2295,789,1506,6.8,19.8,-290,-2.5,34.6,0,98,99,566
1984,15,g) 6 to 10,1879,2263,23896,25792,93,3.9,294,12.4,3318,498,2820,1.9,12.9,7109,2090,5019,8.1,27.6,-3791,-14.7,25.8,0,169,170,1068
1984,15,l) Left Censored,7562,10706,215892,217833,396,3.6,839,7.7,24335,6459,17876,3,11.2,28217,8546,19671,3.9,13,-3882,-1.8,22.4,0,392,416,2605
1984,16,a) 0,2172,2185,10919,5477,2171,198.7,0,0,10884,10884,0,198.7,198.7,0,0,0,0,0,10884,198.7,0,0,,,
1984,16,b) 1,1555,1606,13778,13036,13,0.7,468,25.4,5245,308,4937,2.4,40.2,3760,2003,1757,15.4,28.8,1485,11.4,57.6,0,356,356,1646
1984,16,c) 2,1332,1392,9889,10391,54,3.6,287,19,1965,299,1666,2.9,18.9,2968,1530,1438,14.7,28.6,-1003,-9.7,37.8,0,213,213,1249
1984,16,d) 3,1150,1187,8959,8852,54,4.3,203,16.1,2009,254,1755,2.9,22.7,1794,821,973,9.3,20.3,215,2.4,40.6,0,160,160,682
1984,16,e) 4,1092,1130,8550,8368,56,4.7,187,15.6,1961,272,1689,3.3,23.4,1596,735,861,8.8,19.1,365,4.3,38.2,0,138,138,555
1984,16,f) 5,1091,1148,12848,11152,51,4.2,165,13.7,5564,125,5439,1.1,49.9,2172,1237,935,11.1,19.5,3392,30.4,39,0,109,109,558
1984,16,g) 6 to 10,1968,2167,19055,18571,114,5.2,216,9.8,3463,495,2968,2.7,18.6,2495,1031,1464,5.6,13.4,968,5.2,26.8,0,148,148,752
1984,16,l) Left Censored,6990,9652,163798,163097,351,3.6,768,7.8,20940,5160,15780,3.2,12.8,19537,6241,13296,3.8,12,1403,0.8,24,0,438,441,2680
1984,17,a) 0,19408,19585,112244,56245,19479,198.9,0,0,111998,111998,0,199.1,199.1,0,0,0,0,0,111998,199.1,0,0,,,
1984,17,b) 1,13289,13497,112693,110683,73,0.5,3230,21.3,35286,1971,33315,1.8,31.9,31265,15243,16022,13.8,28.2,4021,3.7,56.4,0,2244,2247,10674
1984,17,c) 2,12463,12895,122381,120463,638,4.7,2204,16.1,27398,4726,22672,3.9,22.7,23562,10841,12721,9,19.6,3836,3.1,39.2,0,1571,1576,7624
1984,17,d) 3,10673,11082,107528,105049,539,4.6,1639,14.1,23422,3640,19782,3.5,22.3,18464,8087,10377,7.7,17.6,4958,4.7,35.2,0,1172,1172,5443
1984,17,e) 4,9903,10277,86497,84361,742,7,1391,13.1,19184,4484,14700,5.3,22.7,14911,7247,7664,8.6,17.7,4273,5,35.4,0,1002,1004,5266
1984,17,f) 5,9104,9533,78310,77541,577,5.9,1190,12.1,15800,3559,12241,4.6,20.4,14262,6388,7874,8.2,18.4,1538,2,36.8,0,862,863,4934
1984,17,g) 6 to 10,18222,20812,215783,215356,988,4.6,2234,10.4,38377,7888,30489,3.7,17.8,37522,13380,24142,6.2,17.4,855,0.4,34.8,0,1323,1334,7235
1984,17,l) Left Censored,87698,116972,3138076,3081840,4713,4,7583,6.4,438395,99432,338963,3.2,14.2,325924,103635,222289,3.4,10.6,112471,3.6,21.2,0,2117,2147,11781
1984,18,a) 0,9782,9884,56870,29112,9648,195.2,0,0,55517,55517,0,190.7,190.7,0,0,0,0,0,55517,190.7,0,0,,,
1984,18,b) 1,6528,6635,47141,44552,36,0.5,758,10.8,13323,990,12333,2.2,29.9,8144,2888,5256,6.5,18.3,5179,11.6,36.6,0,34,34,134
1984,18,c) 2,5149,5395,45288,43851,166,2.9,667,11.8,11005,1661,9344,3.8,25.1,8131,3403,4728,7.8,18.5,2874,6.6,37,0,33,34,358
1984,18,d) 3,4400,4630,47427,46694,112,2.4,460,9.7,8494,752,7742,1.6,18.2,7027,3093,3934,6.6,15,1467,3.2,30,0,17,17,213
1984,18,e) 4,4330,4526,34859,33996,82,1.8,308,6.8,6503,683,5820,2,19.1,4776,1386,3390,4.1,14,1727,5.1,28,0,11,11,127
1984,18,f) 5,4297,4555,36002,34826,133,2.9,363,7.9,7345,1005,6340,2.9,21.1,4993,1812,3181,5.2,14.3,2352,6.8,28.6,0,9,9,38
1984,18,g) 6 to 10,8188,9474,95831,93870,299,3.1,856,8.9,16908,2417,14491,2.6,18,12985,4276,8709,4.6,13.8,3923,4.2,27.6,0,16,24,184
1984,18,l) Left Censored,39345,55294,1383794,1357635,1720,3.1,2985,5.4,197933,47989,149944,3.5,14.6,145616,50742,94874,3.7,10.7,52317,3.9,21.4,0,35,55,869
1984,19,a) 0,5820,5845,28132,14110,5818,199.1,0,0,28044,28044,0,198.8,198.8,0,0,0,0,0,28044,198.8,0,0,,,
1984,19,b) 1,3703,3863,25953,26529,104,2.4,1080,24.7,8182,3136,5046,11.8,30.8,9334,4241,5093,16,35.2,-1152,-4.4,61.6,0,832,832,3460
1984,19,c) 2,3279,3378,23058,23888,97,2.6,713,19.3,4169,598,3571,2.5,17.5,5829,3166,2663,13.3,24.4,-1660,-6.9,35,0,543,545,2399
1984,19,d) 3,3112,3269,26470,26683,102,2.9,520,14.9,4103,776,3327,2.9,15.4,4528,2320,2208,8.7,17,-425,-1.6,30.8,0,390,390,1539
1984,19,e) 4,3010,3092,20208,20904,82,2.5,448,13.7,3907,317,3590,1.5,18.7,5298,1935,3363,9.3,25.3,-1391,-6.6,37.4,0,327,327,1400
1984,19,f) 5,2749,2928,19918,20133,120,3.9,389,12.7,3345,598,2747,3,16.6,3775,1823,1952,9.1,18.8,-430,-2.2,33.2,0,273,273,1324
1984,19,g) 6 to 10,5836,6742,53752,55110,292,4.2,800,11.4,7849,1601,6248,2.9,14.2,10564,4170,6394,7.6,19.2,-2715,-5,28.4,0,536,538,2503
1984,19,l) Left Censored,26722,35782,628539,625495,1072,2.9,2696,7.4,76890,16181,60709,2.6,12.3,70801,19887,50914,3.2,11.3,6089,1,22.6,0,1527,1535,7429
1984,20,a) 0,6110,6145,32529,16289,6125,199.3,0,0,32480,32480,0,199.4,199.4,0,0,0,0,0,32480,199.4,0,0,,,
1984,20,b) 1,3805,3878,25137,25359,24,0.5,1241,27.5,7526,432,7094,1.7,29.7,7970,5194,2776,20.5,31.4,-444,-1.7,59.4,0,891,891,3853
1984,20,c) 2,3241,3352,25813,26845,107,2.9,846,22.7,5130,792,4338,3,19.1,7193,3933,3260,14.7,26.8,-2063,-7.7,38.2,0,557,558,2489
1984,20,d) 3,2879,3035,26121,25020,122,3.7,619,18.8,7377,712,6665,2.8,29.5,5174,2758,2416,11,20.7,2203,8.8,41.4,0,393,393,1755
1984,20,e) 4,2467,2568,18724,19119,115,4.2,447,16.4,3504,695,2809,3.6,18.3,4293,2273,2020,11.9,22.5,-789,-4.2,36.6,0,278,280,1508
1984,20,f) 5,2373,2478,18484,18868,76,2.9,433,16.3,3526,448,3078,2.4,18.7,4293,2400,1893,12.7,22.8,-767,-4.1,37.4,0,243,243,1080
1984,20,g) 6 to 10,4707,5419,46457,47932,210,3.7,830,14.5,8387,1495,6892,3.1,17.5,11336,5038,6298,10.5,23.7,-2949,-6.2,35,0,519,519,2916
1984,20,l) Left Censored,21409,28677,583446,562781,1061,3.6,2694,9.1,105700,16784,88916,3,18.8,64370,24053,40317,4.3,11.4,41330,7.4,22.8,0,1274,1281,9007
1984,21,a) 0,6713,6755,33918,16991,6726,199.1,0,0,33854,33854,0,199.2,199.2,0,0,0,0,0,33854,199.2,0,0,,,
1984,21,b) 1,4365,4426,33860,34629,23,0.5,1314,25.8,7961,654,7307,1.9,23,9498,5752,3746,16.6,27.4,-1537,-4.4,46,0,1040,1040,4688
1984,21,c) 2,3668,3796,30749,32491,132,3.2,823,19.8,6784,1122,5662,3.5,20.9,10267,6516,3751,20.1,31.6,-3483,-10.7,41.8,0,654,655,5706
1984,21,d) 3,3028,3153,26624,27180,109,3.2,541,16,5148,577,4571,2.1,18.9,6260,3281,2979,12.1,23,-1112,-4.1,37.8,0,436,436,2776
1984,21,e) 4,2672,2790,21251,21822,100,3.4,477,16,3966,417,3549,1.9,18.2,5107,2652,2455,12.2,23.4,-1141,-5.2,36.4,0,344,344,1860
1984,21,f) 5,2679,2811,26342,26662,95,3.2,419,14.1,4058,491,3567,1.8,15.2,4698,2160,2538,8.1,17.6,-640,-2.4,30.4,0,304,304,1320
1984,21,g) 6 to 10,5315,5942,54990,54961,260,4.2,752,12.2,9183,1579,7604,2.9,16.7,9125,3759,5366,6.8,16.6,58,0.1,33.2,0,494,496,2128
1984,21,l) Left Censored,24226,33142,721572,713317,1258,3.7,2691,8,94098,23320,70778,3.3,13.2,77587,24216,53371,3.4,10.9,16511,2.3,21.8,0,1454,1460,8716
1984,22,a) 0,8706,8750,49948,25122,8696,198.8,0,0,49653,49653,0,197.6,197.6,0,0,0,0,0,49653,197.6,0,0,,,
1984,22,b) 1,6132,6256,47883,46926,53,0.7,1910,26.5,16177,952,15225,2,34.5,14263,7811,6452,16.6,30.4,1914,4.1,60.8,0,1467,1467,6017
1984,22,c) 2,5777,6032,44608,46055,223,3.4,1420,21.4,10957,1203,9754,2.6,23.8,13850,8015,5835,17.4,30.1,-2893,-6.3,47.6,0,1071,1076,6337
1984,22,d) 3,4785,4963,47861,49162,157,2.9,955,17.8,9702,1355,8347,2.8,19.7,12304,5433,6871,11.1,25,-2602,-5.3,39.4,0,740,741,4160
1984,22,e) 4,4220,4398,41265,42683,136,2.9,743,15.8,7583,681,6902,1.6,17.8,10419,4429,5990,10.4,24.4,-2836,-6.6,35.6,0,561,562,3303
1984,22,f) 5,4127,4415,41386,43041,162,3.5,672,14.4,7149,1334,5815,3.1,16.6,10459,3772,6687,8.8,24.3,-3310,-7.7,33.2,0,495,495,2733
1984,22,g) 6 to 10,6844,7651,83912,85228,278,3.5,975,12.2,13624,2733,10891,3.2,16,16256,6645,9611,7.8,19.1,-2632,-3.1,32,0,652,653,3923
1984,22,l) Left Censored,28159,40092,878595,887977,1843,4.5,3242,8,115765,32240,83525,3.6,13,134529,37928,96601,4.3,15.2,-18764,-2.2,26,0,1618,1636,10388
1984,23,a) 0,2558,2572,11596,5811,2558,198.9,0,0,11570,11570,0,199.1,199.1,0,0,0,0,0,11570,199.1,0,0,,,
1984,23,b) 1,1716,1728,10184,10002,6,0.3,384,19.9,2792,80,2712,0.8,27.9,2428,1205,1223,12,24.3,364,3.6,48.6,0,274,274,900
1984,23,c) 2,1380,1427,10760,10737,36,2.4,237,15.5,2097,121,1976,1.1,19.5,2050,1042,1008,9.7,19.1,47,0.4,38.2,0,188,188,892
1984,23,d) 3,1224,1270,10253,10203,44,3.3,194,14.4,1917,218,1699,2.1,18.8,1816,889,927,8.7,17.8,101,1,35.6,0,146,146,604
1984,23,e) 4,1182,1218,9220,9075,45,3.6,149,11.8,1918,162,1756,1.8,21.1,1627,1011,616,11.1,17.9,291,3.2,35.8,0,106,107,754
1984,23,f) 5,1117,1145,9376,9388,48,4.1,121,10.2,1470,142,1328,1.5,15.7,1493,632,861,6.7,15.9,-23,-0.2,31.4,0,82,82,500
1984,23,g) 6 to 10,2234,2523,23750,23422,115,4.4,266,10.3,3891,571,3320,2.4,16.6,3234,1122,2112,4.8,13.8,657,2.8,27.6,0,174,174,578
1984,23,l) Left Censored,9213,11972,252485,249225,469,3.9,876,7.2,31040,6685,24355,2.7,12.5,24521,7187,17334,2.9,9.8,6519,2.7,19.6,0,474,481,2422
1984,24,a) 0,7076,7128,48017,24026,7113,199.6,0,0,47982,47982,0,199.7,199.7,0,0,0,0,0,47982,199.7,0,0,,,
1984,24,b) 1,5318,5415,40003,39089,31,0.5,1706,27.1,13321,556,12765,1.4,34.1,11493,7924,3569,20.3,29.4,1828,4.7,58.8,0,1056,1058,4863
1984,24,c) 2,4396,4610,44345,45363,128,2.5,1098,21.4,9643,957,8686,2.1,21.3,11678,7256,4422,16,25.7,-2035,-4.4,42.6,0,651,654,4981
1984,24,d) 3,3843,4007,40133,40501,103,2.3,845,19.2,8686,1240,7446,3.1,21.4,9422,5345,4077,13.2,23.3,-736,-1.9,42.8,0,497,497,3448
1984,24,e) 4,3441,3558,34798,35304,113,2.9,725,18.7,6501,438,6063,1.2,18.4,7512,3914,3598,11.1,21.3,-1011,-2.9,36.8,0,433,433,2281
1984,24,f) 5,3394,3559,36035,35463,120,3.2,467,12.5,7191,566,6625,1.6,20.3,6046,2420,3626,6.8,17,1145,3.3,34,0,326,326,1687
1984,24,g) 6 to 10,6576,7536,83626,82847,318,4.1,881,11.3,15164,2260,12904,2.7,18.3,13605,4830,8775,5.8,16.4,1559,1.9,32.8,0,514,519,2697
1984,24,l) Left Censored,29659,41575,1054530,1032895,1723,4.1,3326,7.9,154487,44592,109895,4.3,15,111217,39202,72015,3.8,10.8,43270,4.2,21.6,0,1719,1728,10990
1984,25,a) 0,11224,11299,71316,35725,11247,199.1,0,0,71182,71182,0,199.2,199.2,0,0,0,0,0,71182,199.2,0,0,,,
1984,25,b) 1,7933,8058,65293,62818,67,0.8,1657,18.7,19269,1937,17332,3.1,30.7,14319,8082,6237,12.9,22.8,4950,7.9,45.6,0,1177,1177,5658
1984,25,c) 2,6930,7205,84049,84129,246,3.2,1135,14.8,15668,1455,14213,1.7,18.6,15827,5742,10085,6.8,18.8,-159,-0.2,37.2,0,837,841,4189
1984,25,d) 3,5992,6178,67946,65681,222,3.4,759,11.8,15111,1501,13610,2.3,23,10580,4185,6395,6.4,16.1,4531,6.9,32.2,0,567,570,2944
1984,25,e) 4,5462,5601,50734,50123,181,3.1,750,12.7,10907,1010,9897,2,21.8,9685,4333,5352,8.6,19.3,1222,2.5,38.6,0,523,523,2588
1984,25,f) 5,5176,5448,51007,50553,198,3.5,585,10.4,9786,1135,8651,2.2,19.4,8877,3286,5591,6.5,17.6,909,1.8,35.2,0,396,398,2268
1984,25,g) 6 to 10,9792,11364,163419,161269,437,3.7,1096,9.4,25495,4139,21356,2.6,15.8,21194,7533,13661,4.7,13.1,4301,2.7,26.2,0,681,681,3997
1984,25,l) Left Censored,52226,67442,1958085,1920098,2163,3.2,4671,6.8,274326,55159,219167,2.9,14.3,198352,58834,139518,3.1,10.3,75974,4,20.6,0,2703,2709,20010
1984,26,a) 0,15439,15558,83941,42098,15470,198.9,0,0,83686,83686,0,198.8,198.8,0,0,0,0,0,83686,198.8,0,0,,,
1984,26,b) 1,10339,10481,73560,70639,60,0.5,2318,19.9,21260,1210,20050,1.7,30.1,15417,8277,7140,11.7,21.8,5843,8.3,43.6,0,1642,1642,6349
1984,26,c) 2,8623,8976,73213,74296,387,4,1673,17.4,17397,2361,15036,3.2,23.4,19563,9754,9809,13.1,26.3,-2166,-2.9,46.8,0,1238,1244,7814
1984,26,d) 3,7869,8189,75953,73843,301,3.5,1216,14.1,16274,2069,14205,2.8,22,12053,6171,5882,8.4,16.3,4221,5.7,32.6,0,878,886,4428
1984,26,e) 4,7269,7600,61022,60164,314,4,1005,12.7,12769,1543,11226,2.6,21.2,11052,4911,6141,8.2,18.4,1717,2.8,36.8,0,738,739,3236
1984,26,f) 5,7036,7435,65743,63353,316,4.1,931,12,14540,1809,12731,2.9,23,9759,4837,4922,7.6,15.4,4781,7.6,30.8,0,679,683,3823
1984,26,g) 6 to 10,13512,15659,155272,151862,691,4.3,1747,10.8,30056,5340,24716,3.5,19.8,23236,9660,13576,6.4,15.3,6820,4.5,30.6,0,1068,1071,5683
1984,26,l) Left Censored,60870,84746,2200436,2145265,3039,3.5,6459,7.5,317286,60756,256530,2.8,14.8,206943,83085,123858,3.9,9.6,110343,5.2,19.2,0,3415,3449,19947
1984,27,a) 0,8718,8828,49224,24653,8781,198.9,0,0,49142,49142,0,199.3,199.3,0,0,0,0,0,49142,199.3,0,0,,,
1984,27,b) 1,5689,5934,47287,46135,151,2.3,1364,20.8,15319,3826,11493,8.3,33.2,13014,7638,5376,16.6,28.2,2305,5,56.4,0,1006,1006,6244
1984,27,c) 2,4812,5041,42746,42457,164,3,924,17,9388,959,8429,2.3,22.1,8810,4385,4425,10.3,20.8,578,1.3,41.6,0,707,713,3422
1984,27,d) 3,4412,4595,45172,44425,143,2.9,672,13.8,8867,1112,7755,2.5,20,7373,3727,3646,8.4,16.6,1494,3.4,33.2,0,494,494,2507
1984,27,e) 4,4166,4312,34602,33607,163,3.6,576,12.8,7634,668,6966,2,22.7,5643,2692,2951,8,16.8,1991,5.9,33.6,0,418,425,2202
1984,27,f) 5,4022,4259,36578,35995,139,3.1,546,12.2,7377,543,6834,1.5,20.5,6210,2827,3383,7.9,17.3,1167,3.2,34.6,0,400,404,1980
1984,27,g) 6 to 10,7802,8976,97080,96024,342,3.7,980,10.6,18170,2708,15462,2.8,18.9,16057,5254,10803,5.5,16.7,2113,2.2,33.4,0,609,632,3169
1984,27,l) Left Censored,33845,45292,1158731,1134171,1592,3.5,3409,7.4,171553,40239,131314,3.5,15.1,122434,43587,78847,3.8,10.8,49119,4.3,21.6,0,1747,1756,12701
1984,28,a) 0,4880,4899,24701,12398,4866,198.7,0,0,24606,24606,0,198.5,198.5,0,0,0,0,0,24606,198.5,0,0,,,
1984,28,b) 1,2958,3002,18611,19050,19,0.5,948,27.2,5080,225,4855,1.2,26.7,5958,3273,2685,17.2,31.3,-878,-4.6,53.4,0,741,741,2715
1984,28,c) 2,2481,2542,17603,17769,81,2.9,610,21.7,4147,614,3533,3.5,23.3,4478,2634,1844,14.8,25.2,-331,-1.9,46.6,0,485,485,2085
1984,28,d) 3,2220,2301,20623,20654,79,3.2,378,15.4,4538,765,3773,3.7,22,4599,2845,1754,13.8,22.3,-61,-0.3,44,0,280,280,1240
1984,28,e) 4,2150,2227,18201,17907,89,3.8,349,14.8,3597,323,3274,1.8,20.1,3008,1412,1596,7.9,16.8,589,3.3,33.6,0,257,257,1019
1984,28,f) 5,2091,2221,18711,18670,101,4.3,315,13.5,3524,411,3113,2.2,18.9,3442,1309,2133,7,18.4,82,0.5,36.8,0,224,224,1003
1984,28,g) 6 to 10,3873,4415,38424,38314,196,4.3,501,11,6420,888,5532,2.3,16.8,6200,2716,3484,7.1,16.2,220,0.6,32.4,0,321,321,1824
1984,28,l) Left Censored,16247,22302,456463,447936,799,3.5,1761,7.7,63294,13470,49824,3,14.1,46239,15944,30295,3.6,10.3,17055,3.8,20.6,0,951,962,5070
1984,29,a) 0,10014,10086,53073,26617,10042,199.1,0,0,52912,52912,0,198.8,198.8,0,0,0,0,0,52912,198.8,0,0,,,
1984,29,b) 1,6543,6665,48791,48498,64,0.8,2234,28.7,16226,3821,12405,7.9,33.5,15640,10430,5210,21.5,32.2,586,1.3,64.4,0,1573,1573,6905
1984,29,c) 2,5354,5610,45417,45943,205,3.3,1382,22.2,10650,1528,9122,3.3,23.2,11701,7281,4420,15.8,25.5,-1051,-2.3,46.4,0,948,954,5249
1984,29,d) 3,5017,5318,47681,48138,181,3.2,978,17.1,8823,1059,7764,2.2,18.3,9737,5241,4496,10.9,20.2,-914,-1.9,36.6,0,691,691,3629
1984,29,e) 4,4539,4718,36327,36414,165,3.3,716,14.4,7164,1263,5901,3.5,19.7,7337,3263,4074,9,20.1,-173,-0.4,39.4,0,522,524,2326
1984,29,f) 5,4496,4736,37541,37677,183,3.7,636,12.8,7435,691,6744,1.8,19.7,7707,3390,4317,9,20.5,-272,-0.8,39.4,0,468,468,2624
1984,29,g) 6 to 10,8420,9536,91957,91168,390,3.9,1172,11.8,17370,3036,14334,3.3,19.1,15791,6792,8999,7.4,17.3,1579,1.8,34.6,0,763,766,3909
1984,29,l) Left Censored,38655,53119,1336309,1318216,1998,3.7,4389,8.1,190928,46332,144596,3.5,14.5,154742,46405,108337,3.5,11.7,36186,2.8,23.4,0,2289,2307,17837
1984,30,a) 0,2521,2530,10658,5349,2510,198.4,0,0,10618,10618,0,198.5,198.5,0,0,0,0,0,10618,198.5,0,0,,,
1984,30,b) 1,1639,1713,11292,12116,28,1.4,519,26.4,3171,,,,26.2,4818,1959,2859,16.2,39.8,-1647,-13.6,52.4,1,390,390,1554
1984,30,c) 2,1381,1413,8671,8969,50,3.2,313,20.2,1754,268,1486,3,19.6,2349,1258,1091,14,26.2,-595,-6.6,39.2,0,229,229,943
1984,30,d) 3,1250,1279,8396,8777,51,3.8,203,14.9,1460,184,1276,2.1,16.6,2221,1035,1186,11.8,25.3,-761,-8.7,33.2,0,150,150,750
1984,30,e) 4,1216,1244,8678,8842,69,5.3,181,14,1583,249,1334,2.8,17.9,1910,759,1151,8.6,21.6,-327,-3.7,35.8,0,130,130,540
1984,30,f) 5,1221,1294,9055,9091,49,3.6,160,11.8,1646,,,,18.1,1718,626,1092,6.9,18.9,-72,-0.8,36.2,1,116,116,475
1984,30,g) 6 to 10,2097,2294,17029,17066,133,5.6,281,11.9,3076,616,2460,3.6,18,3149,1319,1830,7.7,18.5,-73,-0.5,36,0,162,163,706
1984,30,l) Left Censored,7229,9381,127730,128673,323,3.4,723,7.6,14838,2422,12416,1.9,11.5,16724,4798,11926,3.7,13,-1886,-1.5,23,0,375,377,2021
1984,31,a) 0,3184,3192,15865,7952,3173,198.8,0,0,15826,15826,0,199,199,0,0,0,0,0,15826,199,0,0,,,
1984,31,b) 1,2356,2455,19202,21414,45,1.6,720,25.7,6411,,,,29.9,10834,2741,8093,12.8,50.6,-4423,-20.7,59.8,1,466,466,2009
1984,31,c) 2,2063,2142,15177,15888,66,2.8,468,19.9,2506,379,2127,2.4,15.8,3928,2031,1897,12.8,24.7,-1422,-8.9,31.6,0,324,326,1414
1984,31,d) 3,1840,1923,13103,13460,76,3.7,380,18.3,2444,301,2143,2.2,18.2,3158,1753,1405,13,23.5,-714,-5.3,36.4,0,242,242,1271
1984,31,e) 4,1708,1735,11381,12218,53,2.8,343,18.3,2024,153,1871,1.3,16.6,3698,2644,1054,21.6,30.3,-1674,-13.7,33.2,0,195,195,1455
1984,31,f) 5,1623,1681,11095,11516,56,3.1,327,18,1641,,,,14.2,2482,1503,979,13.1,21.6,-841,-7.4,28.4,1,189,189,760
1984,31,g) 6 to 10,3381,3765,28935,29527,158,4,493,12.6,4650,653,3997,2.2,15.7,5834,2604,3230,8.8,19.8,-1184,-4.1,31.4,0,296,297,1450
1984,31,l) Left Censored,15140,19659,363891,364579,607,3,1634,8.1,41692,8903,32789,2.4,11.4,43068,13888,29180,3.8,11.8,-1376,-0.4,22.8,0,826,835,4483
1984,32,a) 0,2731,2746,16627,8333,2730,198.8,0,0,16589,16589,0,199.1,199.1,0,0,0,0,0,16589,199.1,0,0,,,
1984,32,b) 1,1652,1683,13867,13734,8,0.4,537,27.4,4770,88,4682,0.6,34.7,4503,2747,1756,20,32.8,267,1.9,65.6,0,407,407,2211
1984,32,c) 2,1495,1539,18517,18131,81,4.8,365,21.6,5054,377,4677,2.1,27.9,4281,2288,1993,12.6,23.6,773,4.3,47.2,0,274,274,1270
1984,32,d) 3,1328,1383,13620,13518,52,3.5,271,18.1,3037,163,2874,1.2,22.5,2832,1309,1523,9.7,20.9,205,1.6,41.8,0,190,190,1036
1984,32,e) 4,1220,1260,14173,13708,61,4.6,190,14.4,3571,351,3220,2.6,26.1,2640,1171,1469,8.5,19.3,931,6.8,38.6,0,134,134,874
1984,32,f) 5,1214,1280,13873,13588,54,4,205,15.1,2741,285,2456,2.1,20.2,2171,1119,1052,8.2,16,570,4.2,32,0,143,143,912
1984,32,g) 6 to 10,1845,2103,25566,24715,105,4.9,230,10.7,5623,695,4928,2.8,22.8,3921,1406,2515,5.7,15.9,1702,6.9,31.8,0,136,136,769
1984,32,l) Left Censored,5692,8013,245555,238261,444,5.5,614,7.6,41926,10361,31565,4.3,17.6,27337,10013,17324,4.2,11.5,14589,6.1,23,0,297,297,2053
1984,33,a) 0,2760,2775,14853,7448,2760,198.9,0,0,14811,14811,0,198.9,198.9,0,0,0,0,0,14811,198.9,0,0,,,
1984,33,b) 1,1766,1778,13316,12753,13,0.7,423,21.2,4838,379,4459,3,37.9,3711,2062,1649,16.2,29.1,1127,8.8,58.2,0,303,303,1471
1984,33,c) 2,1473,1502,12274,12234,54,3.4,241,15.1,2892,349,2543,2.9,23.6,2812,1574,1238,12.9,23,80,0.6,46,0,184,184,972
