"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2013 annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
37,North Carolina,1985,"4,668,167   ","3,102,629   ",66.5   ,"2,924,224   ",62.6   ,"178,405   ",5.8   
38,North Dakota,1985,"486,583   ","327,624   ",67.3   ,"309,007   ",63.5   ,"18,617   ",5.7   
39,Ohio,1985,"8,074,083   ","5,156,374   ",63.9   ,"4,696,672   ",58.2   ,"459,702   ",8.9   
40,Oklahoma,1985,"2,406,250   ","1,572,647   ",65.4   ,"1,456,578   ",60.5   ,"116,069   ",7.4   
41,Oregon,1985,"2,027,250   ","1,335,299   ",65.9   ,"1,218,983   ",60.1   ,"116,316   ",8.7   
42,Pennsylvania,1985,"9,203,667   ","5,553,955   ",60.3   ,"5,106,655   ",55.5   ,"447,300   ",8.1   
44,Rhode Island,1985,"748,000   ","498,328   ",66.6   ,"475,926   ",63.6   ,"22,402   ",4.5   
45,South Carolina,1985,"2,426,500   ","1,583,357   ",65.3   ,"1,479,200   ",61.0   ,"104,157   ",6.6   
46,South Dakota,1985,"506,250   ","344,476   ",68.0   ,"327,853   ",64.8   ,"16,623   ",4.8   
47,Tennessee,1985,"3,595,667   ","2,255,789   ",62.7   ,"2,070,047   ",57.6   ,"185,742   ",8.2   
48,Texas,1985,"11,752,250   ","8,048,820   ",68.5   ,"7,498,264   ",63.8   ,"550,556   ",6.8   
49,Utah,1985,"1,062,500   ","723,133   ",68.1   ,"678,184   ",63.8   ,"44,949   ",6.2   
50,Vermont,1985,"401,750   ","280,180   ",69.7   ,"266,786   ",66.4   ,"13,394   ",4.8   
51,Virginia,1985,"4,214,167   ","2,875,676   ",68.2   ,"2,721,669   ",64.6   ,"154,007   ",5.4   
53,Washington,1985,"3,258,750   ","2,102,321   ",64.5   ,"1,926,816   ",59.1   ,"175,505   ",8.3   
54,West Virginia,1985,"1,462,917   ","749,518   ",51.2   ,"648,775   ",44.3   ,"100,743   ",13.4   
55,Wisconsin,1985,"3,572,500   ","2,401,091   ",67.2   ,"2,228,157   ",62.4   ,"172,934   ",7.2   
56,Wyoming,1985,"358,083   ","253,034   ",70.7   ,"234,986   ",65.6   ,"18,048   ",7.1   
01,Alabama,1986,"3,001,083   ","1,838,361   ",61.3   ,"1,671,375   ",55.7   ,"166,986   ",9.1   
02,Alaska,1986,"349,917   ","254,429   ",72.7   ,"226,417   ",64.7   ,"28,012   ",11.0   
04,Arizona,1986,"2,427,250   ","1,569,167   ",64.6   ,"1,461,443   ",60.2   ,"107,724   ",6.9   
05,Arkansas,1986,"1,761,667   ","1,063,381   ",60.4   ,"972,911   ",55.2   ,"90,470   ",8.5   
06,California,1986,"20,065,167   ","13,334,528   ",66.5   ,"12,434,209   ",62.0   ,"900,319   ",6.8   
037,Los Angeles County,1986,"6,252,808   ","4,110,664   ",65.7   ,"3,836,422   ",61.4   ,"274,242   ",6.7   
08,Colorado,1986,"2,415,667   ","1,722,219   ",71.3   ,"1,592,585   ",65.9   ,"129,634   ",7.5   
09,Connecticut,1986,"2,487,500   ","1,722,228   ",69.2   ,"1,657,341   ",66.6   ,"64,887   ",3.8   
10,Delaware,1986,"480,083   ","323,259   ",67.3   ,"310,618   ",64.7   ,"12,641   ",3.9   
11,District of Columbia,1986,"479,250   ","322,219   ",67.2   ,"298,684   ",62.3   ,"23,535   ",7.3   
12,Florida,1986,"9,165,917   ","5,561,563   ",60.7   ,"5,233,969   ",57.1   ,"327,594   ",5.9   
13,Georgia,1986,"4,449,917   ","2,973,852   ",66.8   ,"2,799,257   ",62.9   ,"174,595   ",5.9   
15,Hawaii,1986,"744,917   ","495,833   ",66.6   ,"473,494   ",63.6   ,"22,339   ",4.5   
16,Idaho,1986,"707,083   ","470,324   ",66.5   ,"432,278   ",61.1   ,"38,046   ",8.1   
17,Illinois,1986,"8,681,500   ","5,693,322   ",65.6   ,"5,223,212   ",60.2   ,"470,110   ",8.3   
18,Indiana,1986,"4,120,000   ","2,718,776   ",66.0   ,"2,535,002   ",61.5   ,"183,774   ",6.8   
19,Iowa,1986,"2,139,500   ","1,444,264   ",67.5   ,"1,345,904   ",62.9   ,"98,360   ",6.8   
20,Kansas,1986,"1,815,417   ","1,243,442   ",68.5   ,"1,176,462   ",64.8   ,"66,980   ",5.4   
21,Kentucky,1986,"2,760,417   ","1,717,682   ",62.2   ,"1,559,365   ",56.5   ,"158,317   ",9.2   
22,Louisiana,1986,"3,219,417   ","1,966,383   ",61.1   ,"1,721,034   ",53.5   ,"245,349   ",12.5   
23,Maine,1986,"883,417   ","565,082   ",64.0   ,"535,662   ",60.6   ,"29,420   ",5.2   
24,Maryland,1986,"3,391,917   ","2,345,900   ",69.2   ,"2,238,594   ",66.0   ,"107,306   ",4.6   
25,Massachusetts,1986,"4,562,833   ","3,080,007   ",67.5   ,"2,957,321   ",64.8   ,"122,686   ",4.0   
26,Michigan,1986,"6,857,417   ","4,410,533   ",64.3   ,"4,020,118   ",58.6   ,"390,415   ",8.9   
27,Minnesota,1986,"3,162,333   ","2,260,405   ",71.5   ,"2,134,474   ",67.5   ,"125,931   ",5.6   
28,Mississippi,1986,"1,868,583   ","1,159,281   ",62.0   ,"1,018,979   ",54.5   ,"140,302   ",12.1   
29,Missouri,1986,"3,821,750   ","2,503,963   ",65.5   ,"2,348,204   ",61.4   ,"155,759   ",6.2   
30,Montana,1986,"600,333   ","400,336   ",66.7   ,"370,012   ",61.6   ,"30,324   ",7.6   
31,Nebraska,1986,"1,178,500   ","813,551   ",69.0   ,"773,346   ",65.6   ,"40,205   ",4.9   
32,Nevada,1986,"736,750   ","534,086   ",72.5   ,"498,804   ",67.7   ,"35,282   ",6.6   
33,New Hampshire,1986,"779,250   ","562,080   ",72.1   ,"547,918   ",70.3   ,"14,162   ",2.5   
34,New Jersey,1986,"5,947,750   ","3,903,528   ",65.6   ,"3,706,543   ",62.3   ,"196,985   ",5.0   
35,New Mexico,1986,"1,055,833   ","667,222   ",63.2   ,"605,821   ",57.4   ,"61,401   ",9.2   
36,New York,1986,"13,717,250   ","8,422,729   ",61.4   ,"7,897,337   ",57.6   ,"525,392   ",6.2   
51000,New York city,1986,"5,800,725   ","3,227,432   ",55.6   ,"2,988,050   ",51.5   ,"239,382   ",7.4   
37,North Carolina,1986,"4,730,750   ","3,182,965   ",67.3   ,"3,013,274   ",63.7   ,"169,691   ",5.3   
38,North Dakota,1986,"486,500   ","330,531   ",67.9   ,"311,192   ",64.0   ,"19,339   ",5.9   
39,Ohio,1986,"8,102,083   ","5,217,504   ",64.4   ,"4,787,594   ",59.1   ,"429,910   ",8.2   
40,Oklahoma,1986,"2,419,417   ","1,565,970   ",64.7   ,"1,432,286   ",59.2   ,"133,684   ",8.5   
41,Oregon,1986,"2,055,500   ","1,363,315   ",66.3   ,"1,254,894   ",61.1   ,"108,421   ",8.0   
42,Pennsylvania,1986,"9,243,500   ","5,617,781   ",60.8   ,"5,228,972   ",56.6   ,"388,809   ",6.9   
44,Rhode Island,1986,"754,250   ","506,280   ",67.1   ,"485,994   ",64.4   ,"20,286   ",4.0   
45,South Carolina,1986,"2,455,333   ","1,616,594   ",65.8   ,"1,516,970   ",61.8   ,"99,624   ",6.2   
46,South Dakota,1986,"511,250   ","349,487   ",68.4   ,"333,232   ",65.2   ,"16,255   ",4.7   
47,Tennessee,1986,"3,628,750   ","2,291,217   ",63.1   ,"2,110,655   ",58.2   ,"180,562   ",7.9   
48,Texas,1986,"11,939,500   ","8,191,602   ",68.6   ,"7,459,981   ",62.5   ,"731,621   ",8.9   
49,Utah,1986,"1,076,917   ","743,222   ",69.0   ,"697,404   ",64.8   ,"45,818   ",6.2   
50,Vermont,1986,"407,000   ","288,381   ",70.9   ,"275,617   ",67.7   ,"12,764   ",4.4   
51,Virginia,1986,"4,299,250   ","2,935,007   ",68.3   ,"2,791,282   ",64.9   ,"143,725   ",4.9   
53,Washington,1986,"3,328,417   ","2,192,568   ",65.9   ,"2,016,535   ",60.6   ,"176,033   ",8.0   
54,West Virginia,1986,"1,455,667   ","744,309   ",51.1   ,"654,958   ",45.0   ,"89,351   ",12.0   
55,Wisconsin,1986,"3,591,333   ","2,442,654   ",68.0   ,"2,274,641   ",63.3   ,"168,013   ",6.9   
56,Wyoming,1986,"358,417   ","250,798   ",70.0   ,"228,544   ",63.8   ,"22,254   ",8.9   
01,Alabama,1987,"3,035,833   ","1,852,070   ",61.0   ,"1,710,970   ",56.4   ,"141,100   ",7.6   
02,Alaska,1987,"345,500   ","250,774   ",72.6   ,"225,273   ",65.2   ,"25,501   ",10.2   
04,Arizona,1987,"2,511,000   ","1,614,857   ",64.3   ,"1,510,795   ",60.2   ,"104,062   ",6.4   
05,Arkansas,1987,"1,777,333   ","1,089,607   ",61.3   ,"1,000,868   ",56.3   ,"88,739   ",8.1   
06,California,1987,"20,525,167   ","13,744,044   ",67.0   ,"12,943,371   ",63.1   ,"800,673   ",5.8   
037,Los Angeles County,1987,"6,359,917   ","4,231,970   ",66.5   ,"3,982,486   ",62.6   ,"249,484   ",5.9   
08,Colorado,1987,"2,436,750   ","1,713,502   ",70.3   ,"1,585,706   ",65.1   ,"127,796   ",7.5   
09,Connecticut,1987,"2,505,500   ","1,738,480   ",69.4   ,"1,682,725   ",67.2   ,"55,755   ",3.2   
10,Delaware,1987,"490,333   ","334,329   ",68.2   ,"323,974   ",66.1   ,"10,355   ",3.1   
11,District of Columbia,1987,"473,917   ","329,142   ",69.5   ,"308,848   ",65.2   ,"20,294   ",6.2   
12,Florida,1987,"9,426,000   ","5,832,732   ",61.9   ,"5,515,189   ",58.5   ,"317,543   ",5.4   
13,Georgia,1987,"4,553,167   ","3,071,176   ",67.5   ,"2,901,131   ",63.7   ,"170,045   ",5.5   
15,Hawaii,1987,"761,917   ","511,268   ",67.1   ,"492,721   ",64.7   ,"18,547   ",3.6   
16,Idaho,1987,"711,167   ","471,123   ",66.2   ,"435,599   ",61.3   ,"35,524   ",7.5   
17,Illinois,1987,"8,740,917   ","5,765,229   ",66.0   ,"5,337,602   ",61.1   ,"427,627   ",7.4   
18,Indiana,1987,"4,158,417   ","2,749,734   ",66.1   ,"2,583,196   ",62.1   ,"166,538   ",6.1   
19,Iowa,1987,"2,138,333   ","1,458,235   ",68.2   ,"1,374,350   ",64.3   ,"83,885   ",5.8   
20,Kansas,1987,"1,831,583   ","1,259,792   ",68.8   ,"1,197,875   ",65.4   ,"61,917   ",4.9   
21,Kentucky,1987,"2,774,583   ","1,714,485   ",61.8   ,"1,572,029   ",56.7   ,"142,456   ",8.3   
22,Louisiana,1987,"3,196,750   ","1,948,292   ",60.9   ,"1,718,394   ",53.8   ,"229,898   ",11.8   
23,Maine,1987,"897,917   ","582,397   ",64.9   ,"557,257   ",62.1   ,"25,140   ",4.3   
24,Maryland,1987,"3,450,000   ","2,406,557   ",69.8   ,"2,303,303   ",66.8   ,"103,254   ",4.3   
25,Massachusetts,1987,"4,587,417   ","3,114,358   ",67.9   ,"3,009,900   ",65.6   ,"104,458   ",3.4   
26,Michigan,1987,"6,931,333   ","4,504,672   ",65.0   ,"4,129,900   ",59.6   ,"374,772   ",8.3   
27,Minnesota,1987,"3,198,333   ","2,298,813   ",71.9   ,"2,180,884   ",68.2   ,"117,929   ",5.1   
28,Mississippi,1987,"1,877,167   ","1,155,079   ",61.5   ,"1,034,538   ",55.1   ,"120,541   ",10.4   
29,Missouri,1987,"3,866,583   ","2,551,581   ",66.0   ,"2,393,769   ",61.9   ,"157,812   ",6.2   
30,Montana,1987,"597,500   ","399,730   ",66.9   ,"370,730   ",62.0   ,"29,000   ",7.3   
31,Nebraska,1987,"1,182,000   ","813,297   ",68.8   ,"777,666   ",65.8   ,"35,631   ",4.4   
32,Nevada,1987,"764,500   ","555,408   ",72.6   ,"521,433   ",68.2   ,"33,975   ",6.1   
33,New Hampshire,1987,"803,500   ","582,749   ",72.5   ,"569,498   ",70.9   ,"13,251   ",2.3   
34,New Jersey,1987,"6,002,000   ","3,959,792   ",66.0   ,"3,798,535   ",63.3   ,"161,257   ",4.1   
35,New Mexico,1987,"1,072,917   ","674,142   ",62.8   ,"613,362   ",57.2   ,"60,780   ",9.0   
36,New York,1987,"13,765,500   ","8,485,257   ",61.6   ,"8,071,485   ",58.6   ,"413,772   ",4.9   
51000,New York city,1987,"5,830,700   ","3,237,279   ",55.5   ,"3,053,622   ",52.4   ,"183,657   ",5.7   
37,North Carolina,1987,"4,805,583   ","3,272,877   ",68.1   ,"3,123,756   ",65.0   ,"149,121   ",4.6   
38,North Dakota,1987,"483,583   ","328,833   ",68.0   ,"312,031   ",64.5   ,"16,802   ",5.1   
39,Ohio,1987,"8,162,917   ","5,254,493   ",64.4   ,"4,884,435   ",59.8   ,"370,058   ",7.0   
40,Oklahoma,1987,"2,401,333   ","1,547,096   ",64.4   ,"1,431,081   ",59.6   ,"116,015   ",7.5   
41,Oregon,1987,"2,084,417   ","1,389,635   ",66.7   ,"1,302,453   ",62.5   ,"87,182   ",6.3   
42,Pennsylvania,1987,"9,297,500   ","5,656,746   ",60.8   ,"5,336,412   ",57.4   ,"320,334   ",5.7   
44,Rhode Island,1987,"762,250   ","514,258   ",67.5   ,"495,750   ",65.0   ,"18,508   ",3.6   
45,South Carolina,1987,"2,495,333   ","1,636,264   ",65.6   ,"1,550,593   ",62.1   ,"85,671   ",5.2   
46,South Dakota,1987,"515,083   ","354,036   ",68.7   ,"338,469   ",65.7   ,"15,567   ",4.4   
47,Tennessee,1987,"3,680,250   ","2,324,135   ",63.2   ,"2,166,531   ",58.9   ,"157,604   ",6.8   
48,Texas,1987,"12,017,083   ","8,295,587   ",69.0   ,"7,590,455   ",63.2   ,"705,132   ",8.5   
49,Utah,1987,"1,086,750   ","757,084   ",69.7   ,"709,863   ",65.3   ,"47,221   ",6.2   
50,Vermont,1987,"413,250   ","294,432   ",71.2   ,"283,370   ",68.6   ,"11,062   ",3.8   
51,Virginia,1987,"4,394,833   ","2,999,564   ",68.3   ,"2,873,648   ",65.4   ,"125,916   ",4.2   
53,Washington,1987,"3,398,750   ","2,260,234   ",66.5   ,"2,096,708   ",61.7   ,"163,526   ",7.2   
54,West Virginia,1987,"1,449,750   ","743,922   ",51.3   ,"663,451   ",45.8   ,"80,471   ",10.8   
55,Wisconsin,1987,"3,617,667   ","2,496,786   ",69.0   ,"2,344,901   ",64.8   ,"151,885   ",6.1   
56,Wyoming,1987,"349,500   ","242,010   ",69.2   ,"222,093   ",63.5   ,"19,917   ",8.2   
01,Alabama,1988,"3,057,500   ","1,871,682   ",61.2   ,"1,742,480   ",57.0   ,"129,202   ",6.9   
02,Alaska,1988,"347,000   ","251,520   ",72.5   ,"229,576   ",66.2   ,"21,944   ",8.7   
04,Arizona,1988,"2,572,083   ","1,667,612   ",64.8   ,"1,561,986   ",60.7   ,"105,626   ",6.3   
05,Arkansas,1988,"1,785,000   ","1,107,737   ",62.1   ,"1,022,717   ",57.3   ,"85,020   ",7.7   
06,California,1988,"20,983,083   ","14,134,921   ",67.4   ,"13,388,315   ",63.8   ,"746,606   ",5.3   
037,Los Angeles County,1988,"6,438,275   ","4,329,622   ",67.2   ,"4,108,689   ",63.8   ,"220,933   ",5.1   
08,Colorado,1988,"2,446,500   ","1,709,535   ",69.9   ,"1,600,162   ",65.4   ,"109,373   ",6.4   
09,Connecticut,1988,"2,516,833   ","1,744,389   ",69.3   ,"1,694,391   ",67.3   ,"49,998   ",2.9   
10,Delaware,1988,"500,500   ","346,511   ",69.2   ,"336,396   ",67.2   ,"10,115   ",2.9   
11,District of Columbia,1988,"465,917   ","329,979   ",70.8   ,"313,242   ",67.2   ,"16,737   ",5.1   
12,Florida,1988,"9,660,583   ","6,046,001   ",62.6   ,"5,726,662   ",59.3   ,"319,339   ",5.3   
13,Georgia,1988,"4,634,833   ","3,167,488   ",68.3   ,"2,992,923   ",64.6   ,"174,565   ",5.5   
15,Hawaii,1988,"776,167   ","519,455   ",66.9   ,"503,770   ",64.9   ,"15,685   ",3.0   
16,Idaho,1988,"716,250   ","477,777   ",66.7   ,"448,856   ",62.7   ,"28,921   ",6.1   
17,Illinois,1988,"8,790,250   ","5,858,132   ",66.6   ,"5,461,544   ",62.1   ,"396,588   ",6.8   
18,Indiana,1988,"4,190,833   ","2,799,603   ",66.8   ,"2,655,524   ",63.4   ,"144,079   ",5.1   
19,Iowa,1988,"2,148,583   ","1,487,393   ",69.2   ,"1,417,443   ",66.0   ,"69,950   ",4.7   
20,Kansas,1988,"1,845,667   ","1,273,147   ",69.0   ,"1,215,080   ",65.8   ,"58,067   ",4.6   
21,Kentucky,1988,"2,788,667   ","1,724,784   ",61.8   ,"1,593,312   ",57.1   ,"131,472   ",7.6   
22,Louisiana,1988,"3,169,833   ","1,928,393   ",60.8   ,"1,725,937   ",54.4   ,"202,456   ",10.5   
23,Maine,1988,"914,750   ","593,211   ",64.8   ,"571,534   ",62.5   ,"21,677   ",3.7   
24,Maryland,1988,"3,511,167   ","2,460,801   ",70.1   ,"2,359,898   ",67.2   ,"100,903   ",4.1   
25,Massachusetts,1988,"4,611,500   ","3,155,700   ",68.4   ,"3,051,355   ",66.2   ,"104,345   ",3.3   
26,Michigan,1988,"6,967,833   ","4,559,668   ",65.4   ,"4,213,423   ",60.5   ,"346,245   ",7.6   
27,Minnesota,1988,"3,240,500   ","2,328,075   ",71.8   ,"2,227,930   ",68.8   ,"100,145   ",4.3   
28,Mississippi,1988,"1,885,667   ","1,148,403   ",60.9   ,"1,048,249   ",55.6   ,"100,154   ",8.7   
29,Missouri,1988,"3,897,000   ","2,576,044   ",66.1   ,"2,431,933   ",62.4   ,"144,111   ",5.6   
30,Montana,1988,"596,083   ","401,319   ",67.3   ,"375,079   ",62.9   ,"26,240   ",6.5   
31,Nebraska,1988,"1,189,167   ","820,034   ",69.0   ,"791,621   ",66.6   ,"28,413   ",3.5   
32,Nevada,1988,"800,000   ","580,426   ",72.6   ,"549,759   ",68.7   ,"30,667   ",5.3   
33,New Hampshire,1988,"822,583   ","597,520   ",72.6   ,"582,857   ",70.9   ,"14,663   ",2.5   
34,New Jersey,1988,"6,031,333   ","3,973,476   ",65.9   ,"3,821,831   ",63.4   ,"151,645   ",3.8   
35,New Mexico,1988,"1,083,750   ","681,996   ",62.9   ,"630,267   ",58.2   ,"51,729   ",7.6   
36,New York,1988,"13,802,667   ","8,556,448   ",62.0   ,"8,190,324   ",59.3   ,"366,124   ",4.3   
51000,New York city,1988,"5,835,300   ","3,247,654   ",55.7   ,"3,082,404   ",52.8   ,"165,250   ",5.1   
37,North Carolina,1988,"4,875,250   ","3,340,389   ",68.5   ,"3,215,902   ",66.0   ,"124,487   ",3.7   
38,North Dakota,1988,"481,583   ","327,845   ",68.1   ,"312,424   ",64.9   ,"15,421   ",4.7   
39,Ohio,1988,"8,230,667   ","5,316,258   ",64.6   ,"4,994,461   ",60.7   ,"321,797   ",6.1   
40,Oklahoma,1988,"2,385,667   ","1,529,771   ",64.1   ,"1,429,860   ",59.9   ,"99,911   ",6.5   
41,Oregon,1988,"2,121,917   ","1,427,606   ",67.3   ,"1,345,459   ",63.4   ,"82,147   ",5.8   
42,Pennsylvania,1988,"9,341,750   ","5,735,156   ",61.4   ,"5,446,776   ",58.3   ,"288,380   ",5.0   
44,Rhode Island,1988,"767,417   ","517,897   ",67.5   ,"502,255   ",65.4   ,"15,642   ",3.0   
45,South Carolina,1988,"2,533,000   ","1,657,922   ",65.5   ,"1,581,786   ",62.4   ,"76,136   ",4.6   
46,South Dakota,1988,"518,417   ","356,899   ",68.8   ,"342,024   ",66.0   ,"14,875   ",4.2   
47,Tennessee,1988,"3,720,667   ","2,333,556   ",62.7   ,"2,197,182   ",59.1   ,"136,374   ",5.8   
48,Texas,1988,"12,076,500   ","8,349,066   ",69.1   ,"7,732,050   ",64.0   ,"617,016   ",7.4   
49,Utah,1988,"1,096,750   ","765,488   ",69.8   ,"727,586   ",66.3   ,"37,902   ",5.0   
50,Vermont,1988,"422,250   ","297,871   ",70.5   ,"289,026   ",68.4   ,"8,845   ",3.0   
51,Virginia,1988,"4,480,667   ","3,066,439   ",68.4   ,"2,944,634   ",65.7   ,"121,805   ",4.0   
53,Washington,1988,"3,477,250   ","2,326,466   ",66.9   ,"2,181,107   ",62.7   ,"145,359   ",6.2   
54,West Virginia,1988,"1,440,583   ","746,505   ",51.8   ,"674,110   ",46.8   ,"72,395   ",9.7   
55,Wisconsin,1988,"3,649,000   ","2,529,401   ",69.3   ,"2,423,289   ",66.4   ,"106,112   ",4.2   
56,Wyoming,1988,"345,500   ","236,984   ",68.6   ,"221,422   ",64.1   ,"15,562   ",6.6   
01,Alabama,1989,"3,072,833   ","1,895,532   ",61.7   ,"1,770,129   ",57.6   ,"125,403   ",6.6   
02,Alaska,1989,"350,000   ","256,503   ",73.3   ,"238,776   ",68.2   ,"17,727   ",6.9   
04,Arizona,1989,"2,618,167   ","1,714,495   ",65.5   ,"1,624,382   ",62.0   ,"90,113   ",5.3   
05,Arkansas,1989,"1,790,917   ","1,125,053   ",62.8   ,"1,046,117   ",58.4   ,"78,936   ",7.0   
06,California,1989,"21,459,000   ","14,517,367   ",67.7   ,"13,770,558   ",64.2   ,"746,809   ",5.1   
037,Los Angeles County,1989,"6,550,517   ","4,414,368   ",67.4   ,"4,171,871   ",63.7   ,"242,497   ",5.5   
08,Colorado,1989,"2,460,417   ","1,720,535   ",69.9   ,"1,623,887   ",66.0   ,"96,648   ",5.6   
09,Connecticut,1989,"2,515,500   ","1,771,119   ",70.4   ,"1,707,128   ",67.9   ,"63,991   ",3.6   
10,Delaware,1989,"509,500   ","358,084   ",70.3   ,"346,958   ",68.1   ,"11,126   ",3.1   
11,District of Columbia,1989,"453,583   ","316,299   ",69.7   ,"300,298   ",66.2   ,"16,001   ",5.1   
12,Florida,1989,"9,890,833   ","6,226,326   ",63.0   ,"5,870,515   ",59.4   ,"355,811   ",5.7   
13,Georgia,1989,"4,699,833   ","3,240,982   ",69.0   ,"3,069,568   ",65.3   ,"171,414   ",5.3   
15,Hawaii,1989,"789,750   ","527,767   ",66.8   ,"515,233   ",65.2   ,"12,534   ",2.4   
16,Idaho,1989,"725,667   ","487,426   ",67.2   ,"461,608   ",63.6   ,"25,818   ",5.3   
17,Illinois,1989,"8,832,417   ","6,009,780   ",68.0   ,"5,644,792   ",63.9   ,"364,988   ",6.1   
18,Indiana,1989,"4,216,333   ","2,853,476   ",67.7   ,"2,719,282   ",64.5   ,"134,194   ",4.7   
19,Iowa,1989,"2,154,000   ","1,498,127   ",69.6   ,"1,433,321   ",66.5   ,"64,806   ",4.3   
20,Kansas,1989,"1,853,500   ","1,281,884   ",69.2   ,"1,227,940   ",66.2   ,"53,944   ",4.2   
21,Kentucky,1989,"2,796,750   ","1,736,023   ",62.1   ,"1,623,638   ",58.1   ,"112,385   ",6.5   
22,Louisiana,1989,"3,155,667   ","1,890,105   ",59.9   ,"1,745,552   ",55.3   ,"144,553   ",7.6   
23,Maine,1989,"927,500   ","608,649   ",65.6   ,"584,292   ",63.0   ,"24,357   ",4.0   
24,Maryland,1989,"3,556,833   ","2,517,423   ",70.8   ,"2,423,440   ",68.1   ,"93,983   ",3.7   
25,Massachusetts,1989,"4,617,917   ","3,189,441   ",69.1   ,"3,057,019   ",66.2   ,"132,422   ",4.2   
26,Michigan,1989,"6,984,833   ","4,624,568   ",66.2   ,"4,292,254   ",61.5   ,"332,314   ",7.2   
27,Minnesota,1989,"3,268,417   ","2,371,841   ",72.6   ,"2,268,770   ",69.4   ,"103,071   ",4.3   
28,Mississippi,1989,"1,893,583   ","1,162,848   ",61.4   ,"1,069,429   ",56.5   ,"93,419   ",8.0   
29,Missouri,1989,"3,910,500   ","2,612,834   ",66.8   ,"2,470,365   ",63.2   ,"142,469   ",5.5   
30,Montana,1989,"596,333   ","404,391   ",67.8   ,"379,930   ",63.7   ,"24,461   ",6.0   
31,Nebraska,1989,"1,193,750   ","822,094   ",68.9   ,"798,674   ",66.9   ,"23,420   ",2.8   
32,Nevada,1989,"840,417   ","608,896   ",72.5   ,"579,858   ",69.0   ,"29,038   ",4.8   
33,New Hampshire,1989,"837,417   ","609,083   ",72.7   ,"587,572   ",70.2   ,"21,511   ",3.5   
34,New Jersey,1989,"6,032,500   ","4,000,047   ",66.3   ,"3,835,331   ",63.6   ,"164,716   ",4.1   
35,New Mexico,1989,"1,095,500   ","691,811   ",63.2   ,"645,302   ",58.9   ,"46,509   ",6.7   
36,New York,1989,"13,805,167   ","8,710,381   ",63.1   ,"8,277,276   ",60.0   ,"433,105   ",5.0   
51000,New York city,1989,"5,844,642   ","3,330,411   ",57.0   ,"3,107,436   ",53.2   ,"222,975   ",6.7   
37,North Carolina,1989,"4,937,750   ","3,412,430   ",69.1   ,"3,290,494   ",66.6   ,"121,936   ",3.6   
38,North Dakota,1989,"477,417   ","326,261   ",68.3   ,"312,064   ",65.4   ,"14,197   ",4.4   
39,Ohio,1989,"8,261,167   ","5,383,115   ",65.2   ,"5,085,144   ",61.6   ,"297,971   ",5.5   
40,Oklahoma,1989,"2,386,333   ","1,520,660   ",63.7   ,"1,433,720   ",60.1   ,"86,940   ",5.7   
41,Oregon,1989,"2,159,750   ","1,460,604   ",67.6   ,"1,381,601   ",64.0   ,"79,003   ",5.4   
42,Pennsylvania,1989,"9,366,750   ","5,807,090   ",62.0   ,"5,533,959   ",59.1   ,"273,131   ",4.7   
44,Rhode Island,1989,"769,667   ","521,633   ",67.8   ,"500,778   ",65.1   ,"20,855   ",4.0   
45,South Carolina,1989,"2,566,000   ","1,689,867   ",65.9   ,"1,611,486   ",62.8   ,"78,381   ",4.6   
46,South Dakota,1989,"519,000   ","358,653   ",69.1   ,"344,370   ",66.4   ,"14,283   ",4.0   
47,Tennessee,1989,"3,752,583   ","2,364,876   ",63.0   ,"2,241,272   ",59.7   ,"123,604   ",5.2   
48,Texas,1989,"12,216,000   ","8,451,160   ",69.2   ,"7,883,306   ",64.5   ,"567,854   ",6.7   
49,Utah,1989,"1,109,833   ","789,272   ",71.1   ,"752,597   ",67.8   ,"36,675   ",4.6   
50,Vermont,1989,"429,750   ","304,485   ",70.9   ,"293,595   ",68.3   ,"10,890   ",3.6   
51,Virginia,1989,"4,545,667   ","3,137,503   ",69.0   ,"3,014,834   ",66.3   ,"122,669   ",3.9   
53,Washington,1989,"3,554,750   ","2,431,933   ",68.4   ,"2,290,164   ",64.4   ,"141,769   ",5.8   
54,West Virginia,1989,"1,431,417   ","749,438   ",52.4   ,"684,483   ",47.8   ,"64,955   ",8.7   
55,Wisconsin,1989,"3,669,500   ","2,588,095   ",70.5   ,"2,478,280   ",67.5   ,"109,815   ",4.2   
56,Wyoming,1989,"344,000   ","236,899   ",68.9   ,"221,913   ",64.5   ,"14,986   ",6.3   
01,Alabama,1990,"3,072,395   ","1,903,248   ",61.9   ,"1,782,700   ",58.0   ,"120,548   ",6.3   
02,Alaska,1990,"371,967   ","270,040   ",72.6   ,"251,026   ",67.5   ,"19,014   ",7.0   
04,Arizona,1990,"2,777,098   ","1,788,243   ",64.4   ,"1,694,080   ",61.0   ,"94,163   ",5.3   
05,Arkansas,1990,"1,780,613   ","1,125,962   ",63.2   ,"1,049,819   ",59.0   ,"76,143   ",6.8   
06,California,1990,"22,598,254   ","15,168,531   ",67.1   ,"14,294,115   ",63.3   ,"874,416   ",5.8   
037,Los Angeles County,1990,"6,753,130   ","4,523,712   ",67.0   ,"4,259,705   ",63.1   ,"264,007   ",5.8   
08,Colorado,1990,"2,488,757   ","1,768,954   ",71.1   ,"1,678,229   ",67.4   ,"90,725   ",5.1   
